nest.id,nest,area,sub_area,year,Clutch_size,no.nestlings,prop.hatched,no.fledged,prop.fledged,A2_nestling,B2_nestling,A1_nestling,Clutch_initiation_date,Clutch_initiation_day,Nestbox,cover
N0508,nest_R54,4BS,4B1,2015,1,0,0,NA,NA,NA,NA,NA,06/06/2015,157,No,NA
N0509,nest_R55,4BS,4B1,2015,1,0,0,NA,NA,NA,NA,NA,06/06/2015,157,No,NA
N0510,nest_305,4BS,4B2,2015,2,2,1,2,1,1,1,NA,07/06/2015,158,Yes,NA
N0511,nest_R60,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,07/06/2015,158,No,NA
N0512,nest_R59,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,07/06/2015,158,No,NA
N0513,nest_R61,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,07/06/2015,158,No,NA
N0514,nest_R64,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,07/06/2015,158,No,NA
N0515,nest_R62,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,07/06/2015,158,No,NA
N0516,nest_R65,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,07/06/2015,158,No,NA
N0517,nest_R67,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,08/06/2015,159,No,NA
N0518,nest_111,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,08/06/2015,159,Yes,NA
N0519,nest_R66,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,08/06/2015,159,No,NA
N0520,nest_R68,4BS,4B1,2015,1,0,0,NA,NA,NA,NA,NA,08/06/2015,159,No,NA
N0521,nest_R71,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,09/06/2015,160,No,NA
N0522,nest_R69,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,09/06/2015,160,No,NA
N0523,nest_R72,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,09/06/2015,160,No,NA
N0524,nest_R70,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,09/06/2015,160,No,NA
N0525,nest_R73,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,09/06/2015,160,No,NA
N0526,nest_R75,4BS,4B1,2015,2,2,1,1,0.5,1,0,NA,10/06/2015,161,No,NA
N0527,nest_R74,6S,6SMID,2015,2,2,1,1,0.5,1,0,NA,10/06/2015,161,No,NA
N0528,nest_R76,4BS,4B1,2015,2,2,1,2,1,1,1,NA,10/06/2015,161,No,NA
N0529,nest_R78,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,10/06/2015,161,No,NA
N0530,nest_224,6N,6NUT,2015,2,2,1,2,1,1,1,NA,11/06/2015,162,Yes,NA
N0531,nest_R77,4AS,4A1,2015,1,1,1,0,0,NA,NA,0,11/06/2015,162,No,NA
N0532,nest_R80,4AS,4A1,2015,1,1,1,0,0,NA,NA,0,11/06/2015,162,No,NA
N0533,nest_R79,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,11/06/2015,162,No,NA
N0534,nest_186,6S,6SMID,2015,2,2,1,2,1,1,1,NA,12/06/2015,163,Yes,NA
N0535,nest_R81,6N,6NUT,2015,1,1,1,1,1,NA,NA,1,12/06/2015,163,No,NA
N0536,nest_R82,6S,6SMID,2015,2,2,1,2,1,1,1,NA,13/06/2015,164,No,NA
N0537,nest_3,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,13/06/2015,164,Yes,NA
N0538,nest_5,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,13/06/2015,164,Yes,NA
N0539,nest_194,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,13/06/2015,164,Yes,NA
N0540,nest_R84,4AS,4A2,2015,2,2,1,1,0.5,1,0,NA,14/06/2015,165,No,NA
N0541,nest_R97,4AS,4A2,2015,2,2,1,1,0.5,1,0,NA,14/06/2015,165,No,NA
N0542,nest_R86,6S,6SMID,2015,2,2,1,2,1,1,0,NA,14/06/2015,165,No,NA
N0543,nest_34,4AS,4A1,2015,2,2,1,2,1,1,1,NA,14/06/2015,165,Yes,NA
N0544,nest_R85,4AS,4A2,2015,2,2,1,2,1,1,1,NA,14/06/2015,165,No,NA
N0545,nest_R87,6S,6SMID,2015,2,2,1,2,1,1,1,NA,14/06/2015,165,No,NA
N0546,nest_R83,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,14/06/2015,165,No,NA
N0547,nest_R90,4BS,4B2,2015,2,2,1,0,0,0,0,NA,15/06/2015,166,No,NA
N0548,nest_R91,6S,6SUT,2015,2,2,1,2,1,1,1,NA,15/06/2015,166,No,NA
N0549,nest_39,4AS,4A1,2015,1,1,1,NA,NA,NA,NA,1,15/06/2015,166,Yes,NA
N0550,nest_22,4AS,4A1,2015,2,2,1,2,1,1,1,NA,16/06/2015,167,Yes,NA
N0551,nest_R96,4AS,4A2,2015,2,2,1,2,1,1,1,NA,17/06/2015,168,No,NA
N0552,nest_R98,6S,6SMID,2015,2,2,1,2,1,1,1,NA,17/06/2015,168,No,NA
N0553,nest_R95,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,17/06/2015,168,No,NA
N0554,nest_R04,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,17/06/2015,168,No,NA
N0555,nest_R92,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,17/06/2015,168,No,NA
N0556,nest_R100,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,17/06/2015,168,No,NA
N0557,nest_213,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,17/06/2015,168,Yes,NA
N0558,nest_216,6S,6SUT,2015,2,1,0.5,1,1,1,NA,NA,17/06/2015,168,Yes,NA
N0559,nest_R63,6S,6SUT,2015,2,2,1,1,0.5,1,0,NA,18/06/2015,169,No,NA
N0560,nest_R102,4BS,4B2,2015,1,1,1,0,0,NA,NA,0,18/06/2015,169,No,NA
N0561,nest_R107,G1E,G1E,2015,1,1,1,0,0,NA,NA,0,19/06/2015,170,No,NA
N0562,nest_20,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,19/06/2015,170,Yes,NA
N0563,nest_R104,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,19/06/2015,170,No,NA
N0564,nest_R105,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,19/06/2015,170,No,NA
N0565,nest_R106,4BS,4B2,2015,1,1,1,0,0,NA,NA,0,20/06/2015,171,No,NA
N0566,nest_RA,6S,6SUT,2015,1,1,1,0,0,NA,NA,0,21/06/2015,172,No,NA
N0567,nest_RB,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,21/06/2015,172,No,NA
N0568,nest_R109,4AS,4A2,2015,2,1,0.5,1,1,1,NA,NA,21/06/2015,172,No,NA
N0569,nest_R18,4BS,4B1,2015,2,2,1,1,0.5,1,0,NA,24/06/2015,175,No,NA
N0570,nest_RC,4AS,4A2,2015,1,1,1,0,0,NA,NA,0,24/06/2015,175,No,NA
N0571,nest_R304,4BS,4B2,2015,1,0,0,NA,NA,NA,NA,NA,29/06/2015,180,No,NA
N0572,nest_R310,4BS,4B2,2015,1,0,0,NA,NA,NA,NA,NA,29/06/2015,180,No,NA
N0573,nest_between.A1.boxes,G1E,G1E,2015,1,0,0,NA,NA,NA,NA,NA,07/07/2015,188,No,NA
N0574,nest_R93,4AS,4A2,2015,1,1,1,NA,NA,NA,NA,1,10/07/2015,191,No,NA
N0578,nest_302,4BS,4B2,2014,1,1,1,1,1,NA,NA,1,24/05/2014,144,Yes,NA
N0579,nest_32,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,25/05/2014,145,Yes,NA
N0580,nest_301,4BS,4B2,2014,1,1,1,1,1,NA,NA,1,25/05/2014,145,Yes,NA
N0581,nest_6,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,26/05/2014,146,Yes,NA
N0582,nest_14,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,26/05/2014,146,Yes,NA
N0583,nest_45,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,26/05/2014,146,Yes,NA
N0584,nest_61,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,26/05/2014,146,Yes,NA
N0585,nest_64,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,26/05/2014,146,Yes,NA
N0586,nest_665,6N,6NUT,2014,1,1,1,1,1,NA,NA,1,26/05/2014,146,Yes,NA
N0587,nest_208,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,26/05/2014,146,Yes,NA
N0588,nest_131,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,27/05/2014,147,Yes,NA
N0589,nest_195,6S,6SMID,2014,2,2,1,2,1,1,1,NA,27/05/2014,147,Yes,NA
N0590,nest_C05,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,28/05/2014,148,No,NA
N0591,nest_123,4BS,4B1,2014,3,2,0.666666667,2,1,1,1,NA,28/05/2014,148,Yes,NA
N0592,nest_125,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,28/05/2014,148,Yes,NA
N0593,nest_196,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,28/05/2014,148,Yes,NA
N0594,nest_106,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,29/05/2014,149,Yes,NA
N0595,nest_226,6N,6NUT,2014,1,1,1,1,1,NA,NA,1,29/05/2014,149,Yes,NA
N0596,nest_209,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,29/05/2014,149,Yes,NA
N0597,nest_218,6S,6SUT,2014,2,1,0.5,0,0,0,NA,NA,29/05/2014,149,Yes,NA
N0598,nest_0,4AS,4A1,2014,2,2,1,2,1,1,1,NA,30/05/2014,150,Yes,NA
N0599,nest_25,4AS,4A1,2014,2,1,0.5,NA,NA,NA,NA,NA,30/05/2014,150,Yes,NA
N0600,nest_31,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,30/05/2014,150,Yes,NA
N0601,nest_36,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,30/05/2014,150,Yes,NA
N0602,nest_41,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,30/05/2014,150,Yes,NA
N0603,nest_53,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0604,nest_66,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0605,nest_68,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0606,nest_114,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,30/05/2014,150,Yes,NA
N0607,nest_120,4BS,4B1,2014,2,2,1,2,1,1,1,NA,30/05/2014,150,Yes,NA
N0608,nest_305,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0609,nest_306,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0610,nest_315,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0611,nest_316,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0612,nest_317,4BS,4B2,2014,2,2,1,2,1,1,1,NA,30/05/2014,150,Yes,NA
N0613,nest_318,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0614,nest_185,6S,6SMID,2014,3,2,0.666666667,1,0.5,1,0,NA,30/05/2014,150,Yes,NA
N0615,nest_199,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,30/05/2014,150,Yes,NA
N0616,nest_201,6S,6SUT,2014,2,2,1,1,0.5,1,0,NA,30/05/2014,150,Yes,NA
N0617,nest_21,G1E,G1E,2014,2,2,1,2,1,1,1,NA,30/05/2014,150,Yes,NA
N0618,nest_Box 156,G1E,G1E,2014,2,2,1,1,0.5,NA,NA,NA,30/05/2014,150,Yes,NA
N0619,nest_Box 282,G1E,G1E,2014,2,1,0.5,1,1,1,NA,NA,30/05/2014,150,Yes,NA
N0620,nest_4,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0621,nest_15,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,31/05/2014,151,Yes,NA
N0622,nest_19,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0623,nest_22,4AS,4A1,2014,2,1,0.5,1,1,1,NA,NA,31/05/2014,151,Yes,NA
N0624,nest_24,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0625,nest_29,4AS,4A1,2014,2,2,1,2,1,1,1,NA,31/05/2014,151,Yes,NA
N0626,nest_40,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0627,nest_48,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,31/05/2014,151,Yes,NA
N0628,nest_50,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,31/05/2014,151,Yes,NA
N0629,nest_55,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,31/05/2014,151,Yes,NA
N0630,nest_57,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,31/05/2014,151,Yes,NA
N0631,nest_59,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,31/05/2014,151,Yes,NA
N0632,nest_109,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0633,nest_118,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0634,nest_119,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0635,nest_121,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0636,nest_129,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0637,nest_132,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0638,nest_311,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,31/05/2014,151,Yes,NA
N0639,nest_179,6S,6SMID,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0640,nest_192,6S,6SMID,2014,1,1,1,1,1,NA,NA,1,31/05/2014,151,Yes,NA
N0641,nest_194,6S,6SMID,2014,2,2,1,2,1,1,1,NA,31/05/2014,151,Yes,NA
N0642,nest_247,6S,6SMID,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0643,nest_211,6S,6SUT,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0644,nest_215,G1E,G1E,2014,2,2,1,1,0.5,1,0,NA,31/05/2014,151,Yes,NA
N0645,nest_3,4AS,4A1,2014,2,2,1,2,1,1,1,NA,01/06/2014,152,Yes,NA
N0646,nest_16,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,01/06/2014,152,Yes,NA
N0647,nest_21,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0648,nest_30,4AS,4A1,2014,3,3,1,2,0.666666667,1,1,NA,01/06/2014,152,Yes,NA
N0649,nest_37,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0650,nest_47,4AS,4A2,2014,2,1,0.5,1,1,1,NA,NA,01/06/2014,152,Yes,NA
N0651,nest_C51,4AS,4A2,2014,2,2,1,2,1,1,1,NA,01/06/2014,152,No,NA
N0652,nest_R01,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,01/06/2014,152,No,NA
N0653,nest_R03,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,01/06/2014,152,No,NA
N0654,nest_104,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0655,nest_105,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,01/06/2014,152,Yes,NA
N0656,nest_107,4BS,4B1,2014,2,2,1,2,1,1,1,NA,01/06/2014,152,Yes,NA
N0657,nest_113,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0658,nest_126,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0659,nest_128,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0660,nest_134,4BS,4B1,2014,2,2,1,2,1,1,1,NA,01/06/2014,152,Yes,NA
N0661,nest_147,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0662,nest_303,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,01/06/2014,152,Yes,NA
N0663,nest_R04,4BS,4B2,2014,1,0,0,NA,NA,NA,NA,NA,01/06/2014,152,No,NA
N0664,nest_R05,4BS,4B2,2014,2,2,1,0,0,0,0,NA,01/06/2014,152,No,NA
N0665,nest_186,6S,6SMID,2014,2,2,1,NA,NA,NA,NA,NA,01/06/2014,152,Yes,NA
N0666,nest_190,6S,6SMID,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0667,nest_191,6S,6SMID,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0668,nest_43,G1E,G1E,2014,2,2,1,2,1,1,1,NA,01/06/2014,152,Yes,NA
N0669,nest_65,G1E,G1E,2014,2,2,1,2,1,1,1,NA,01/06/2014,152,Yes,NA
N0670,nest_255,G1E,G1E,2014,2,2,1,1,0.5,1,0,NA,01/06/2014,152,Yes,NA
N0671,nest_8,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,02/06/2014,153,Yes,NA
N0672,nest_12,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,02/06/2014,153,Yes,NA
N0673,nest_27,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,02/06/2014,153,Yes,NA
N0674,nest_38,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,02/06/2014,153,Yes,NA
N0675,nest_43,4AS,4A2,2014,2,1,0.5,1,1,1,NA,NA,02/06/2014,153,Yes,NA
N0676,nest_46,4AS,4A2,2014,2,2,1,2,1,1,1,NA,02/06/2014,153,Yes,NA
N0677,nest_49,4AS,4A2,2014,2,1,0.5,1,1,1,NA,NA,02/06/2014,153,Yes,NA
N0678,nest_52,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,02/06/2014,153,Yes,NA
N0679,nest_60,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,02/06/2014,153,Yes,NA
N0680,nest_67,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,02/06/2014,153,Yes,NA
N0681,nest_53A,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,02/06/2014,153,Yes,NA
N0682,nest_R02,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,02/06/2014,153,No,NA
N0683,nest_101,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,02/06/2014,153,Yes,NA
N0684,nest_124,4BS,4B1,2014,3,1,0.333333333,1,1,1,0,NA,02/06/2014,153,Yes,NA
N0685,nest_137,4BS,4B1,2014,2,2,1,2,1,1,1,NA,02/06/2014,153,Yes,NA
N0686,nest_304,4BS,4B2,2014,2,2,1,1,0.5,NA,NA,NA,02/06/2014,153,Yes,NA
N0687,nest_320,4BS,4B2,2014,2,2,1,2,1,1,1,NA,02/06/2014,153,Yes,NA
N0688,nest_669,6N,6NUT,2014,2,2,1,2,1,1,1,NA,02/06/2014,153,Yes,NA
N0689,nest_R07,6S,6SMID,2014,2,1,0.5,0,0,0,NA,NA,02/06/2014,153,No,NA
N0690,nest_R08,6S,6SMID,2014,2,2,1,NA,NA,NA,NA,NA,02/06/2014,153,No,NA
N0691,nest_Box 135,G1E,G1E,2014,2,2,1,1,0.5,NA,NA,NA,02/06/2014,153,Yes,NA
N0692,nest_P63,G1E,"G1E,C1",2014,2,0,0,NA,NA,NA,NA,NA,02/06/2014,153,No,NA
N0693,nest_P62,G1E,"G1E,C2",2014,2,1,0.5,1,1,1,NA,NA,02/06/2014,153,No,NA
N0694,nest_20,4AS,4A1,2014,2,2,1,2,1,1,1,NA,03/06/2014,154,Yes,NA
N0695,nest_34,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,03/06/2014,154,Yes,NA
N0696,nest_35,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,03/06/2014,154,Yes,NA
N0697,nest_R06,4AS,4A1,2014,1,0,0,NA,NA,NA,NA,NA,03/06/2014,154,No,NA
N0698,nest_51,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,03/06/2014,154,Yes,NA
N0699,nest_62,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,03/06/2014,154,Yes,NA
N0700,nest_65,4AS,4A2,2014,2,1,0.5,0,0,0,NA,NA,03/06/2014,154,Yes,NA
N0701,nest_R10,4AS,4A2,2014,2,2,1,2,1,1,1,NA,03/06/2014,154,No,NA
N0702,nest_R12,4AS,4A2,2014,2,2,1,0,0,0,0,NA,03/06/2014,154,No,NA
N0703,nest_102,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,03/06/2014,154,Yes,NA
N0704,nest_108,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,03/06/2014,154,Yes,NA
N0705,nest_112,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,03/06/2014,154,Yes,NA
N0706,nest_R09,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,03/06/2014,154,No,NA
N0707,nest_R13,6S,6SMID,2014,2,2,1,1,0.5,1,0,NA,03/06/2014,154,No,NA
N0708,nest_R11,6S,6SUT,2014,2,1,0.5,1,1,1,NA,NA,03/06/2014,154,No,NA
N0709,nest_77,G1E,G1E,2014,2,2,1,1,0.5,NA,NA,NA,03/06/2014,154,Yes,NA
N0710,nest_R14,6S,6SMID,2014,1,1,1,NA,NA,NA,NA,NA,04/06/2014,155,No,NA
N0711,nest_7,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0712,nest_9,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0713,nest_10,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0714,nest_11,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0715,nest_13,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0716,nest_39,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,05/06/2014,156,Yes,NA
N0717,nest_42,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0718,nest_44,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,05/06/2014,156,Yes,NA
N0719,nest_56,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,05/06/2014,156,Yes,NA
N0720,nest_58,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,05/06/2014,156,Yes,NA
N0721,nest_69,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,05/06/2014,156,Yes,NA
N0722,nest_103,4BS,4B1,2014,2,1,0.5,1,1,1,NA,NA,05/06/2014,156,Yes,NA
N0723,nest_111,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,05/06/2014,156,Yes,NA
N0724,nest_127,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0725,nest_135,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,Yes,NA
N0726,nest_C99,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,No,NA
N0727,nest_R15,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,05/06/2014,156,No,NA
N0728,nest_R16,4BS,4B1,2014,1,1,1,NA,NA,NA,NA,NA,05/06/2014,156,No,NA
N0729,nest_R22,4BS,4B1,2014,2,1,0.5,1,1,1,NA,NA,05/06/2014,156,No,NA
N0730,nest_R23,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,05/06/2014,156,No,NA
N0731,nest_R24,4BS,4B1,2014,1,0,0,NA,NA,NA,NA,NA,05/06/2014,156,No,NA
N0732,nest_312,4BS,4B2,2014,2,2,1,0,0,0,0,NA,05/06/2014,156,Yes,NA
N0733,nest_R17,6S,6SMID,2014,2,2,1,1,0.5,1,0,NA,05/06/2014,156,No,NA
N0734,nest_101,G1E,G1E,2014,1,1,1,1,1,NA,NA,1,05/06/2014,156,Yes,NA
N0735,nest_P109,G1E,"G1E,C1",2014,1,1,1,1,1,NA,NA,1,05/06/2014,156,No,NA
N0736,nest_5,4AS,4A1,2014,1,0,0,NA,NA,NA,NA,NA,06/06/2014,157,Yes,NA
N0737,nest_23,4AS,4A1,2014,2,2,1,NA,NA,NA,NA,NA,06/06/2014,157,Yes,NA
N0738,nest_28,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,06/06/2014,157,Yes,NA
N0739,nest_R25,4AS,4A1,2014,1,1,1,1,1,NA,NA,1,06/06/2014,157,No,NA
N0740,nest_54,4AS,4A2,2014,1,1,1,0,0,NA,NA,0,06/06/2014,157,Yes,NA
N0741,nest_R27,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,06/06/2014,157,No,NA
N0742,nest_130,4BS,4B1,2014,2,2,1,1,0.5,1,0,NA,06/06/2014,157,Yes,NA
N0743,nest_R28,4BS,4B1,2014,2,1,0.5,0,0,0,NA,NA,06/06/2014,157,No,NA
N0744,nest_R29,6S,6SMID,2014,2,2,1,NA,NA,NA,NA,NA,06/06/2014,157,No,NA
N0745,nest_R26,6S,6SUT,2014,2,2,1,1,0.5,1,0,NA,06/06/2014,157,No,NA
N0746,nest_113,G1E,G1E,2014,2,2,1,0,0,0,0,NA,06/06/2014,157,Yes,NA
N0747,nest_114,G1E,G1E,2014,1,1,1,1,1,NA,NA,1,06/06/2014,157,Yes,NA
N0748,nest_R31,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,07/06/2014,158,No,NA
N0749,nest_R32,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,07/06/2014,158,No,NA
N0750,nest_R33,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,07/06/2014,158,No,NA
N0751,nest_115,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,07/06/2014,158,Yes,NA
N0752,nest_R34,4BS,4B2,2014,1,1,1,1,1,NA,NA,1,07/06/2014,158,No,NA
N0753,nest_193,6S,6SMID,2014,1,0,0,NA,NA,NA,NA,NA,07/06/2014,158,Yes,NA
N0754,nest_1,4AS,4A1,2014,2,2,1,1,0.5,1,0,NA,08/06/2014,159,Yes,NA
N0755,nest_63,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,08/06/2014,159,Yes,NA
N0756,nest_116,4BS,4B1,2014,1,1,1,1,1,NA,NA,1,08/06/2014,159,Yes,NA
N0757,nest_R36,6S,6SMID,2014,2,2,1,NA,NA,NA,NA,NA,08/06/2014,159,No,NA
N0758,nest_197,6S,6SUT,2014,1,1,1,1,1,NA,NA,1,08/06/2014,159,Yes,NA
N0759,nest_R41,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,No,NA
N0760,nest_R42,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,No,NA
N0761,nest_R43,4AS,4A2,2014,2,1,0.5,0,0,0,NA,NA,09/06/2014,160,No,NA
N0762,nest_R45,4AS,4A2,2014,1,0,0,NA,NA,NA,NA,NA,09/06/2014,160,No,NA
N0763,nest_R47,4AS,4A2,2014,2,2,1,1,0.5,NA,NA,NA,09/06/2014,160,No,NA
N0764,nest_R54,4AS,4A2,2014,1,1,1,1,1,NA,NA,1,09/06/2014,160,No,NA
