nest.id,nest,area,sub_area,year,Clutch_size,no.nestlings,prop.hatched,no.fledged,prop.fledged,A2_nestling,B2_nestling,A1_nestling,Clutch_initiation_date,Clutch_initiation_day,Nestbox,cover
N0250,nest_R156,G1E,G1E,2016,2,1,0.5,1,1,1,NA,NA,04/06/2016,156,No,1
N0251,nest_2,4AS,4A1,2016,2,1,0.5,1,1,1,NA,NA,05/06/2016,157,Yes,NA
N0252,nest_117,4BS,4B1,2016,2,2,1,1,0.5,1,0,NA,05/06/2016,157,Yes,NA
N0253,nest_186,6S,6SUT,2016,2,2,1,0,0,0,0,NA,05/06/2016,157,Yes,NA
N0254,nest_315,4BS,4B2,2016,2,2,1,1,0.5,0,1,NA,05/06/2016,157,Yes,NA
N0255,nest_R155,4AS,4A2,2016,2,2,1,1,0.5,1,0,NA,05/06/2016,157,No,1
N0256,nest_R157,4AS,4A2,2016,1,1,1,0,0,NA,NA,0,05/06/2016,157,No,1
N0257,nest_R158,4AS,4A2,2016,2,2,1,0,0,0,0,NA,05/06/2016,157,No,4
N0258,nest_R159,4BS,4B1,2016,1,0,0,NA,NA,NA,NA,NA,05/06/2016,157,No,3
N0259,nest_307,4BS,4B2,2016,1,0,0,NA,NA,NA,NA,NA,06/06/2016,158,Yes,NA
N0260,nest_R160,4AS,4A2,2016,1,1,1,1,1,NA,NA,1,06/06/2016,158,No,1
N0261,nest_R161,4AS,4A2,2016,2,2,1,0,0,0,0,NA,06/06/2016,158,No,1
N0262,nest_R162,4BS,4B1,2016,2,1,0.5,0,0,0,NA,NA,06/06/2016,158,No,1
N0263,nest_R163,6S,6SUT,2016,1,1,1,0,0,NA,NA,0,06/06/2016,158,No,3
N0264,nest_114,4BS,4B1,2016,2,2,1,1,0.5,0,1,NA,07/06/2016,159,Yes,NA
N0265,nest_R032,4AS,4A1,2016,1,0,0,NA,NA,NA,NA,NA,07/06/2016,159,No,3
N0266,nest_R033,6S,6SUT,2016,1,1,1,1,1,NA,NA,1,07/06/2016,159,No,4
N0267,nest_R164,4BS,4B1,2016,2,2,1,0,0,0,0,NA,07/06/2016,159,No,2
N0268,nest_R165,4BS,4B1,2016,1,1,1,0,0,NA,NA,0,07/06/2016,159,No,4
N0269,nest_R166,4BS,4B1,2016,2,2,1,0,0,0,0,NA,07/06/2016,159,No,3
N0270,nest_R167,4BS,4B1,2016,2,2,1,1,0.5,1,0,NA,07/06/2016,159,No,3
N0271,nest_R168,4AS,4A2,2016,2,1,0.5,0,0,0,NA,NA,07/06/2016,159,No,4
N0272,nest_R169,G1E,G1E,2016,1,1,1,1,1,NA,NA,1,07/06/2016,159,No,3
N0273,nest_R172,4BS,4B1,2016,1,1,1,0,0,NA,NA,0,07/06/2016,159,No,1
N0274,nest_R035,6S,6SUT,2016,1,1,1,0,0,NA,NA,0,08/06/2016,160,No,2
N0275,nest_R170,4AS,4A2,2016,1,1,1,1,1,NA,NA,1,08/06/2016,160,No,4
N0276,nest_R171,4BS,4B1,2016,1,0,0,NA,NA,NA,NA,NA,08/06/2016,160,No,2
N0277,nest_R173,4BS,4B1,2016,2,0,0,NA,NA,NA,NA,NA,08/06/2016,160,No,4
N0278,nest_R174,4AS,4A2,2016,1,1,1,1,1,NA,NA,1,08/06/2016,160,No,3
N0279,nest_R175,G1E,G1E,2016,1,1,1,0,0,NA,NA,0,08/06/2016,160,No,2
N0280,nest_R036,4AS,4A1,2016,1,1,1,0,0,NA,NA,0,09/06/2016,161,No,3
N0281,nest_R037,4AS,4A1,2016,1,0,0,NA,NA,NA,NA,NA,09/06/2016,161,No,3
N0282,nest_R038,4AS,4A1,2016,1,1,1,0,0,NA,NA,0,09/06/2016,161,No,3
N0283,nest_R039,4BS,4B2,2016,1,0,0,NA,NA,NA,NA,NA,09/06/2016,161,No,4
N0284,nest_R040,4BS,4B2,2016,1,0,0,NA,NA,NA,NA,NA,09/06/2016,161,No,3
N0285,nest_R041,6S,6SUT,2016,1,1,1,0,0,NA,NA,0,09/06/2016,161,No,4
N0286,nest_R176,4AS,4A2,2016,1,0,0,NA,NA,NA,NA,NA,09/06/2016,161,No,3
N0287,nest_R177,4BS,4B1,2016,1,0,0,NA,NA,NA,NA,NA,09/06/2016,161,No,3
N0288,nest_R042,4AS,4A1,2016,1,0,0,NA,NA,NA,NA,NA,10/06/2016,162,No,4
N0289,nest_R178,4AS,4A2,2016,1,0,0,NA,NA,NA,NA,NA,10/06/2016,162,No,3
N0290,nest_R179,6S,6SUT,2016,1,1,1,0,0,NA,NA,0,10/06/2016,162,No,2
N0291,nest_R043,4AS,4A1,2016,1,1,1,0,0,NA,NA,0,11/06/2016,163,No,1
N0292,nest_R044,4BS,4B2,2016,1,1,1,0,0,NA,NA,0,11/06/2016,163,No,2
N0293,nest_R180,4AS,4A2,2016,1,0,0,NA,NA,NA,NA,NA,11/06/2016,163,No,2
N0294,nest_R045,4BS,4B2,2016,1,1,1,1,1,NA,NA,1,12/06/2016,164,No,4
N0295,nest_R046,4AS,4A1,2016,1,1,1,0,0,NA,NA,0,13/06/2016,165,No,3
N0296,nest_R047,4AS,4A1,2016,1,0,0,NA,NA,NA,NA,NA,13/06/2016,165,No,3
N0297,nest_R182,4BS,4B1,2016,1,1,1,0,0,NA,NA,0,14/06/2016,166,No,4
N0298,nest_R181,4BS,4B1,2016,1,1,1,1,1,NA,NA,1,15/06/2016,167,No,4
N0299,nest_R185,4BS,4B1,2016,1,1,1,1,1,NA,NA,1,15/06/2016,167,No,2
N0300,nest_R187,4BS,4B1,2016,1,1,1,1,1,NA,NA,1,17/06/2016,169,No,2
N0301,nest_9,4AS,4A1,2016,1,1,1,1,1,NA,NA,1,18/06/2016,170,Yes,NA
N0302,nest_R188,G1E,G1E,2016,2,2,1,1,0.5,1,0,NA,18/06/2016,170,Yes,NA
N0303,nest_R189,4BS,4B1,2016,1,0,0,NA,NA,NA,NA,NA,22/06/2016,174,No,4
N0304,nest_R190,4BS,4B1,2016,2,2,1,0,0,0,0,NA,23/06/2016,175,No,NA
N0305,nest_16,4AS,4A1,2016,1,1,1,1,1,NA,NA,1,26/06/2016,178,Yes,NA
N0306,nest_52,4AS,4A2,2016,1,1,1,1,1,NA,NA,1,29/06/2016,181,Yes,NA
N0307,nest_6,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,23/05/2015,143,Yes,NA
N0308,nest_57,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,25/05/2015,145,Yes,NA
N0309,nest_R01,G1E,G1E,2015,2,2,1,2,1,1,1,NA,25/05/2015,145,No,NA
N0310,nest_124,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,25/05/2015,145,Yes,NA
N0311,nest_302,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,25/05/2015,145,Yes,NA
N0312,nest_310,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,25/05/2015,145,Yes,NA
N0313,nest_187,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,25/05/2015,145,Yes,NA
N0314,nest_196,6S,6SUT,2015,2,2,1,2,1,1,1,NA,26/05/2015,146,Yes,NA
N0315,nest_179,6S,6SMID,2015,2,2,1,1,0.5,1,0,NA,27/05/2015,147,Yes,NA
N0316,nest_43,4AS,4A2,2015,2,2,1,1,0.5,0,1,NA,27/05/2015,147,Yes,NA
N0317,nest_R02,4AS,4A1,2015,2,2,1,2,1,1,1,NA,27/05/2015,147,No,NA
N0318,nest_50,4AS,4A2,2015,2,2,1,2,1,1,1,NA,27/05/2015,147,Yes,NA
N0319,nest_60,4AS,4A2,2015,2,2,1,2,1,1,1,NA,27/05/2015,147,Yes,NA
N0320,nest_123,4BS,4B1,2015,2,2,1,2,1,1,1,NA,27/05/2015,147,Yes,NA
N0321,nest_318,4BS,4B2,2015,2,2,1,2,1,1,1,NA,27/05/2015,147,Yes,NA
N0322,nest_101,4BS,4B1,2015,1,1,1,0,0,NA,NA,0,27/05/2015,147,Yes,NA
N0323,nest_29,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,27/05/2015,147,Yes,NA
N0324,nest_53,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,27/05/2015,147,Yes,NA
N0325,nest_64,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,27/05/2015,147,Yes,NA
N0326,nest_199,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,27/05/2015,147,Yes,NA
N0327,nest_209,6S,6SUT,2015,2,1,0.5,1,1,1,NA,NA,27/05/2015,147,Yes,NA
N0328,nest_14,4AS,4A1,2015,2,2,1,NA,NA,NA,NA,NA,27/05/2015,147,Yes,NA
N0329,nest_40,4AS,4A1,2015,2,2,1,1,0.5,1,0,NA,28/05/2015,148,Yes,NA
N0330,nest_32,4AS,4A1,2015,2,2,1,2,1,1,1,NA,28/05/2015,148,Yes,NA
N0331,nest_36,4AS,4A1,2015,2,2,1,2,1,1,1,NA,28/05/2015,148,Yes,NA
N0332,nest_46,4AS,4A2,2015,2,2,1,2,1,1,1,NA,28/05/2015,148,Yes,NA
N0333,nest_127,4BS,4B1,2015,2,2,1,2,1,1,1,NA,28/05/2015,148,Yes,NA
N0334,nest_313,4BS,4B2,2015,2,2,1,2,1,1,1,NA,28/05/2015,148,Yes,NA
N0335,nest_188,6S,6SMID,2015,2,2,1,2,1,1,1,NA,28/05/2015,148,Yes,NA
N0336,nest_125,4BS,4B1,2015,4,3,0.75,2,0.666666667,1,1,NA,28/05/2015,148,Yes,NA
N0337,nest_25,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,28/05/2015,148,Yes,NA
N0338,nest_63,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,28/05/2015,148,Yes,NA
N0339,nest_R03,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,28/05/2015,148,No,NA
N0340,nest_135,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,28/05/2015,148,Yes,NA
N0341,nest_282,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,28/05/2015,148,Yes,NA
N0342,nest_23,4AS,4A1,2015,2,2,1,NA,NA,NA,NA,NA,28/05/2015,148,Yes,NA
N0343,nest_8,4AS,4A1,2015,2,2,1,1,0.5,1,0,NA,29/05/2015,149,Yes,NA
N0344,nest_301,4BS,4B2,2015,2,2,1,1,0.5,1,0,NA,29/05/2015,149,Yes,NA
N0345,nest_131,4BS,4B1,2015,2,2,1,1,0.5,0,1,NA,29/05/2015,149,Yes,NA
N0346,nest_31,4AS,4A1,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0347,nest_45,4AS,4A2,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0348,nest_68,4AS,4A2,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0349,nest_69,4AS,4A2,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0350,nest_114,4BS,4B1,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0351,nest_120,4BS,4B1,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0352,nest_147,4BS,4B1,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0353,nest_320,4BS,4B2,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0354,nest_665,6N,6NUT,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0355,nest_191,6S,6SMID,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,Yes,NA
N0356,nest_R05,G1E,G1E,2015,2,2,1,2,1,1,1,NA,29/05/2015,149,No,NA
N0357,nest_118,4BS,4B1,2015,1,1,1,0,0,NA,NA,0,29/05/2015,149,Yes,NA
N0358,nest_13,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,29/05/2015,149,Yes,NA
N0359,nest_52,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,29/05/2015,149,Yes,NA
N0360,nest_211,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,29/05/2015,149,Yes,NA
N0361,nest_119,4BS,4B1,2015,2,1,0.5,1,1,1,NA,NA,29/05/2015,149,Yes,NA
N0362,nest_26,4AS,4A1,2015,2,2,1,0,0,0,0,NA,30/05/2015,150,Yes,NA
N0363,nest_185,6S,6SMID,2015,2,2,1,0,0,0,0,NA,30/05/2015,150,Yes,NA
N0364,nest_28,4AS,4A1,2015,2,2,1,2,1,1,1,NA,30/05/2015,150,Yes,NA
N0365,nest_47,4AS,4A2,2015,2,2,1,2,1,1,1,NA,30/05/2015,150,Yes,NA
N0366,nest_106,4BS,4B1,2015,2,2,1,2,1,1,1,NA,30/05/2015,150,Yes,NA
N0367,nest_190,6S,6SMID,2015,2,2,1,2,1,1,1,NA,30/05/2015,150,Yes,NA
N0368,nest_192,6S,6SMID,2015,2,2,1,2,1,1,1,NA,30/05/2015,150,Yes,NA
N0369,nest_255,G1E,G1E,2015,2,2,1,2,1,1,1,NA,30/05/2015,150,Yes,NA
N0370,nest_21,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,30/05/2015,150,Yes,NA
N0371,nest_109,4BS,4B1,2015,2,1,0.5,1,1,1,NA,NA,30/05/2015,150,Yes,NA
N0372,nest_61,4AS,4A2,2015,2,2,1,0,0,0,0,NA,31/05/2015,151,Yes,NA
N0373,nest_38,4AS,4A1,2015,2,2,1,1,0.5,1,0,NA,31/05/2015,151,Yes,NA
N0374,nest_193,6S,6SMID,2015,2,2,1,1,0.5,0,1,NA,31/05/2015,151,Yes,NA
N0375,nest_2,4AS,4A1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0376,nest_7,4AS,4A1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0377,nest_15,4AS,4A1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0378,nest_16,4AS,4A1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0379,nest_30,4AS,4A1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0380,nest_R07,4AS,4A1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,No,NA
N0381,nest_55,4AS,4A2,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0382,nest_67,4AS,4A2,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0383,nest_102,4BS,4B1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0384,nest_113,4BS,4B1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0385,nest_132,4BS,4B1,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0386,nest_316,4BS,4B2,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0387,nest_195,6S,6SMID,2015,2,2,1,2,1,1,1,NA,31/05/2015,151,Yes,NA
N0388,nest_10,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,31/05/2015,151,Yes,NA
N0389,nest_R08,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,31/05/2015,151,No,NA
N0390,nest_247,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,31/05/2015,151,Yes,NA
N0391,nest_24,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,31/05/2015,151,Yes,NA
N0392,nest_R06,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,31/05/2015,151,No,NA
N0393,nest_R107,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,31/05/2015,151,No,NA
N0394,nest_33,4AS,4A1,2015,1,0,0,NA,NA,NA,NA,NA,31/05/2015,151,Yes,NA
N0395,nest_R09,6S,6SMID,2015,1,0,0,NA,NA,NA,NA,NA,31/05/2015,151,No,NA
N0396,nest_135,4BS,4B1,2015,2,2,1,1,0.5,0,1,NA,01/06/2015,152,Yes,NA
N0397,nest_110,4BS,4B1,2015,4,3,0.75,1,0.333333333,0,1,NA,01/06/2015,152,Yes,NA
N0398,nest_17,4AS,4A1,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,Yes,NA
N0399,nest_48,4AS,4A2,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,Yes,NA
N0400,nest_62,4AS,4A2,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,Yes,NA
N0401,nest_R12,4AS,4A2,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,No,NA
N0402,nest_R13,4AS,4A2,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,No,NA
N0403,nest_304,4BS,4B2,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,Yes,NA
N0404,nest_201,6S,6SUT,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,Yes,NA
N0405,nest_R89,G1E,G1E,2015,2,2,1,2,1,1,1,NA,01/06/2015,152,No,NA
N0406,nest_54,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,Yes,NA
N0407,nest_65,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,Yes,NA
N0408,nest_R11,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,No,NA
N0409,nest_136,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,Yes,NA
N0410,nest_303,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,Yes,NA
N0411,nest_225,6N,6NUT,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,Yes,NA
N0412,nest_R103,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,No,NA
N0413,nest_206,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,Yes,NA
N0414,nest_207,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,01/06/2015,152,Yes,NA
N0415,nest_315,4BS,4B2,2015,2,1,0.5,1,1,1,NA,NA,01/06/2015,152,Yes,NA
N0416,nest_210,6S,6SUT,2015,2,0,0,NA,NA,NA,NA,NA,01/06/2015,152,Yes,NA
N0417,nest_156,G1E,G1E,2015,2,2,1,1,0.5,1,0,NA,02/06/2015,153,Yes,NA
N0418,nest_27,4AS,4A1,2015,2,2,1,2,1,1,1,NA,02/06/2015,153,Yes,NA
N0419,nest_58,4AS,4A2,2015,2,2,1,2,1,1,1,NA,02/06/2015,153,Yes,NA
N0420,nest_59,4AS,4A2,2015,2,2,1,2,1,1,1,NA,02/06/2015,153,Yes,NA
N0421,nest_116,4BS,4B1,2015,2,2,1,2,1,1,1,NA,02/06/2015,153,Yes,NA
N0422,nest_126,4BS,4B1,2015,2,2,1,2,1,1,1,NA,02/06/2015,153,Yes,NA
N0423,nest_128,4BS,4B1,2015,2,2,1,2,1,1,1,NA,02/06/2015,153,Yes,NA
N0424,nest_R19,4BS,4B1,2015,2,2,1,2,1,1,1,NA,02/06/2015,153,No,NA
N0425,nest_9,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,Yes,NA
N0426,nest_56,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,Yes,NA
N0427,nest_104,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,Yes,NA
N0428,nest_122,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,Yes,NA
N0429,nest_129,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,Yes,NA
N0430,nest_223,6N,6NUT,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,Yes,NA
N0431,nest_R14,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,No,NA
N0432,nest_R15,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,No,NA
N0433,nest_R16,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,No,NA
N0434,nest_R17,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,02/06/2015,153,No,NA
N0435,nest_107,4BS,4B1,2015,2,1,0.5,1,1,1,NA,NA,02/06/2015,153,Yes,NA
N0436,nest_49,4AS,4A2,2015,2,2,1,2,1,1,1,NA,03/06/2015,154,Yes,NA
N0437,nest_35,4AS,4A1,2015,2,2,1,2,1,1,1,NA,03/06/2015,154,Yes,NA
N0438,nest_42,4AS,4A1,2015,2,2,1,2,1,1,1,NA,03/06/2015,154,Yes,NA
N0439,nest_R21,4AS,4A1,2015,2,2,1,2,1,1,1,NA,03/06/2015,154,No,NA
N0440,nest_134,4BS,4B1,2015,2,2,1,2,1,1,1,NA,03/06/2015,154,Yes,NA
N0441,nest_R25,4BS,4B1,2015,2,2,1,2,1,1,1,NA,03/06/2015,154,No,NA
N0442,nest_663,6N,6NUT,2015,2,2,1,2,1,1,1,NA,03/06/2015,154,Yes,NA
N0443,nest_44,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,Yes,NA
N0444,nest_R24,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,No,NA
N0445,nest_108,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,Yes,NA
N0446,nest_112,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,Yes,NA
N0447,nest_R26,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,No,NA
N0448,nest_R27,6N,6NUT,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,No,NA
N0449,nest_189,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,Yes,NA
N0450,nest_200,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,Yes,NA
N0451,nest_R22,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,03/06/2015,154,No,NA
N0452,nest_R41,6S,6SMID,2015,1,0,0,NA,NA,NA,NA,NA,03/06/2015,154,No,NA
N0453,nest_226,6N,6NUT,2015,2,2,1,2,1,1,1,NA,04/06/2015,155,Yes,NA
N0454,nest_1,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0455,nest_18,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0456,nest_41,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0457,nest_R31,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,No,NA
N0458,nest_R28,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,No,NA
N0459,nest_R30,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,No,NA
N0460,nest_105,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0461,nest_130,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0462,nest_R32,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,No,NA
N0463,nest_309,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0464,nest_312,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0465,nest_214,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,Yes,NA
N0466,nest_R34,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,No,NA
N0467,nest_R35,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,04/06/2015,155,No,NA
N0468,nest_R29,4AS,4A2,2015,1,0,0,NA,NA,NA,NA,NA,04/06/2015,155,No,NA
N0469,nest_215,G1E,G1E,2015,1,0,0,NA,NA,NA,NA,NA,04/06/2015,155,Yes,NA
N0470,nest_37,4AS,4A1,2015,1,1,1,NA,NA,NA,NA,1,04/06/2015,155,Yes,NA
N0471,nest_R33,6S,6SMID,2015,1,0,0,NA,NA,NA,NA,NA,04/06/2015,155,No,NA
N0472,nest_R44,4AS,4A2,2015,1,1,1,0,0,NA,NA,0,05/06/2015,156,No,NA
N0473,nest_19,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0474,nest_R45,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0475,nest_51,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0476,nest_53A,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0477,nest_R43,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0478,nest_R46,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0479,nest_121,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0480,nest_133,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0481,nest_R36,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0482,nest_R37,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0483,nest_R48,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0484,nest_306,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0485,nest_311,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0486,nest_317,4BS,4B2,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,Yes,NA
N0487,nest_R51,6N,6NUT,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0488,nest_R39,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0489,nest_R40,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0490,nest_R50,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0491,nest_R38,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0492,nest_R42,G5,G5,2015,1,1,1,1,1,NA,NA,1,05/06/2015,156,No,NA
N0493,nest_R49,6S,6SUT,2015,2,1,0.5,1,1,1,NA,NA,05/06/2015,156,No,NA
N0494,nest_R47,4AS,4A1,2015,1,0,0,NA,NA,NA,NA,NA,05/06/2015,156,No,NA
N0495,nest_307,4BS,4B2,2015,1,0,0,NA,NA,NA,NA,NA,05/06/2015,156,Yes,NA
N0496,nest_24,4AS,4A1,2015,2,0,0,NA,NA,NA,NA,NA,05/06/2015,156,Yes,NA
N0497,nest_314,4BS,4B2,2015,2,2,1,2,1,1,1,NA,06/06/2015,157,Yes,NA
N0498,nest_11,4AS,4A1,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,Yes,NA
N0499,nest_R52,4AS,4A2,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,No,NA
N0500,nest_115,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,Yes,NA
N0501,nest_R53,4BS,4B1,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,No,NA
N0502,nest_CAVE,6N,6NUT,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,Yes,NA
N0503,nest_R56,6S,6SMID,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,No,NA
N0504,nest_208,6S,6SUT,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,Yes,NA
N0505,nest_R57,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,No,NA
N0506,nest_R58,G1E,G1E,2015,1,1,1,1,1,NA,NA,1,06/06/2015,157,No,NA
N0507,nest_0,4AS,4A1,2015,1,0,0,NA,NA,NA,NA,NA,06/06/2015,157,Yes,NA
