nest.id,nest,area,year,no.eggs,no.nestlings,prop.hatched,no.fledged,prop.fledged,clutch_initiation_date,clutch_initiation_day,box,cover
N0343,8,4A1,2015,2,2,1,1,0.5,29/05/2015,149,Yes,NA
N0344,301,4B2,2015,2,2,1,1,0.5,29/05/2015,149,Yes,NA
N0345,131,4B1,2015,2,2,1,1,0.5,29/05/2015,149,Yes,NA
N0346,31,4A1,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0347,45,4A2,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0348,68,4A2,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0349,69,4A2,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0350,114,4B1,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0351,120,4B1,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0352,147,4B1,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0353,320,4B2,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0354,665,6NUT,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0355,191,6SMID,2015,2,2,1,2,1,29/05/2015,149,Yes,NA
N0356,R05,G1E,2015,2,2,1,2,1,29/05/2015,149,No,NA
N0357,118,4B1,2015,1,1,1,0,0,29/05/2015,149,Yes,NA
N0358,13,4A1,2015,1,1,1,1,1,29/05/2015,149,Yes,NA
N0359,52,4A2,2015,1,1,1,1,1,29/05/2015,149,Yes,NA
N0360,211,6SUT,2015,1,1,1,1,1,29/05/2015,149,Yes,NA
N0361,119,4B1,2015,2,1,0.5,1,1,29/05/2015,149,Yes,NA
N0362,26,4A1,2015,2,2,1,0,0,30/05/2015,150,Yes,NA
N0363,185,6SMID,2015,2,2,1,0,0,30/05/2015,150,Yes,NA
N0364,28,4A1,2015,2,2,1,2,1,30/05/2015,150,Yes,NA
N0365,47,4A2,2015,2,2,1,2,1,30/05/2015,150,Yes,NA
N0366,106,4B1,2015,2,2,1,2,1,30/05/2015,150,Yes,NA
N0367,190,6SMID,2015,2,2,1,2,1,30/05/2015,150,Yes,NA
N0368,192,6SMID,2015,2,2,1,2,1,30/05/2015,150,Yes,NA
N0369,255,G1E,2015,2,2,1,2,1,30/05/2015,150,Yes,NA
N0370,21,4A1,2015,1,1,1,1,1,30/05/2015,150,Yes,NA
N0371,109,4B1,2015,2,1,0.5,1,1,30/05/2015,150,Yes,NA
N0372,61,4A2,2015,2,2,1,0,0,31/05/2015,151,Yes,NA
N0373,38,4A1,2015,2,2,1,1,0.5,31/05/2015,151,Yes,NA
N0374,193,6SMID,2015,2,2,1,1,0.5,31/05/2015,151,Yes,NA
N0375,2,4A1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0376,7,4A1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0377,15,4A1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0378,16,4A1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0379,30,4A1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0380,R07,4A1,2015,2,2,1,2,1,31/05/2015,151,No,NA
N0381,55,4A2,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0382,67,4A2,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0383,102,4B1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0384,113,4B1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0385,132,4B1,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0386,316,4B2,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0387,195,6SMID,2015,2,2,1,2,1,31/05/2015,151,Yes,NA
N0388,10,4A1,2015,1,1,1,1,1,31/05/2015,151,Yes,NA
N0389,R08,4B1,2015,1,1,1,1,1,31/05/2015,151,No,NA
N0390,247,6SMID,2015,1,1,1,1,1,31/05/2015,151,Yes,NA
N0391,24,G1E,2015,1,1,1,1,1,31/05/2015,151,Yes,NA
N0392,R06,G1E,2015,1,1,1,1,1,31/05/2015,151,No,NA
N0393,R107,G1E,2015,1,1,1,1,1,31/05/2015,151,No,NA
N0394,33,4A1,2015,1,0,0,NA,NA,31/05/2015,151,Yes,NA
N0395,R09,6SMID,2015,1,0,0,NA,NA,31/05/2015,151,No,NA
N0396,135,4B1,2015,2,2,1,1,0.5,01/06/2015,152,Yes,NA
N0397,110,4B1,2015,4,3,0.75,1,0.333333333,01/06/2015,152,Yes,NA
N0398,17,4A1,2015,2,2,1,2,1,01/06/2015,152,Yes,NA
N0399,48,4A2,2015,2,2,1,2,1,01/06/2015,152,Yes,NA
N0400,62,4A2,2015,2,2,1,2,1,01/06/2015,152,Yes,NA
N0401,R12,4A2,2015,2,2,1,2,1,01/06/2015,152,No,NA
N0402,R13,4A2,2015,2,2,1,2,1,01/06/2015,152,No,NA
N0403,304,4B2,2015,2,2,1,2,1,01/06/2015,152,Yes,NA
N0404,201,6SUT,2015,2,2,1,2,1,01/06/2015,152,Yes,NA
N0405,R89,G1E,2015,2,2,1,2,1,01/06/2015,152,No,NA
N0406,54,4A2,2015,1,1,1,1,1,01/06/2015,152,Yes,NA
N0407,65,4A2,2015,1,1,1,1,1,01/06/2015,152,Yes,NA
N0408,R11,4A2,2015,1,1,1,1,1,01/06/2015,152,No,NA
N0409,136,4B1,2015,1,1,1,1,1,01/06/2015,152,Yes,NA
N0410,303,4B2,2015,1,1,1,1,1,01/06/2015,152,Yes,NA
N0411,225,6NUT,2015,1,1,1,1,1,01/06/2015,152,Yes,NA
N0412,R103,6SMID,2015,1,1,1,1,1,01/06/2015,152,No,NA
N0413,206,6SUT,2015,1,1,1,1,1,01/06/2015,152,Yes,NA
N0414,207,6SUT,2015,1,1,1,1,1,01/06/2015,152,Yes,NA
N0415,315,4B2,2015,2,1,0.5,1,1,01/06/2015,152,Yes,NA
N0416,210,6SUT,2015,2,0,0,NA,NA,01/06/2015,152,Yes,NA
N0417,156,G1E,2015,2,2,1,1,0.5,02/06/2015,153,Yes,NA
N0418,27,4A1,2015,2,2,1,2,1,02/06/2015,153,Yes,NA
N0419,58,4A2,2015,2,2,1,2,1,02/06/2015,153,Yes,NA
N0420,59,4A2,2015,2,2,1,2,1,02/06/2015,153,Yes,NA
N0421,116,4B1,2015,2,2,1,2,1,02/06/2015,153,Yes,NA
N0422,126,4B1,2015,2,2,1,2,1,02/06/2015,153,Yes,NA
N0423,128,4B1,2015,2,2,1,2,1,02/06/2015,153,Yes,NA
N0424,R19,4B1,2015,2,2,1,2,1,02/06/2015,153,No,NA
N0425,9,4A1,2015,1,1,1,1,1,02/06/2015,153,Yes,NA
N0426,56,4A2,2015,1,1,1,1,1,02/06/2015,153,Yes,NA
N0427,104,4B1,2015,1,1,1,1,1,02/06/2015,153,Yes,NA
N0428,122,4B1,2015,1,1,1,1,1,02/06/2015,153,Yes,NA
N0429,129,4B1,2015,1,1,1,1,1,02/06/2015,153,Yes,NA
N0430,223,6NUT,2015,1,1,1,1,1,02/06/2015,153,Yes,NA
N0431,R14,G1E,2015,1,1,1,1,1,02/06/2015,153,No,NA
N0432,R15,G1E,2015,1,1,1,1,1,02/06/2015,153,No,NA
N0433,R16,G1E,2015,1,1,1,1,1,02/06/2015,153,No,NA
N0434,R17,G1E,2015,1,1,1,1,1,02/06/2015,153,No,NA
N0435,107,4B1,2015,2,1,0.5,1,1,02/06/2015,153,Yes,NA
N0436,49,4A2,2015,2,2,1,2,1,03/06/2015,154,Yes,NA
N0437,35,4A1,2015,2,2,1,2,1,03/06/2015,154,Yes,NA
N0438,42,4A1,2015,2,2,1,2,1,03/06/2015,154,Yes,NA
N0439,R21,4A1,2015,2,2,1,2,1,03/06/2015,154,No,NA
N0440,134,4B1,2015,2,2,1,2,1,03/06/2015,154,Yes,NA
N0441,R25,4B1,2015,2,2,1,2,1,03/06/2015,154,No,NA
N0442,663,6NUT,2015,2,2,1,2,1,03/06/2015,154,Yes,NA
N0443,44,4A2,2015,1,1,1,1,1,03/06/2015,154,Yes,NA
N0444,R24,4A2,2015,1,1,1,1,1,03/06/2015,154,No,NA
N0445,108,4B1,2015,1,1,1,1,1,03/06/2015,154,Yes,NA
N0446,112,4B1,2015,1,1,1,1,1,03/06/2015,154,Yes,NA
N0447,R26,4B1,2015,1,1,1,1,1,03/06/2015,154,No,NA
N0448,R27,6NUT,2015,1,1,1,1,1,03/06/2015,154,No,NA
N0449,189,6SMID,2015,1,1,1,1,1,03/06/2015,154,Yes,NA
N0450,200,6SUT,2015,1,1,1,1,1,03/06/2015,154,Yes,NA
N0451,R22,6SUT,2015,1,1,1,1,1,03/06/2015,154,No,NA
N0452,R41,6SMID,2015,1,0,0,NA,NA,03/06/2015,154,No,NA
N0453,226,6NUT,2015,2,2,1,2,1,04/06/2015,155,Yes,NA
N0454,1,4A1,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0455,18,4A1,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0456,41,4A1,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0457,R31,4A1,2015,1,1,1,1,1,04/06/2015,155,No,NA
N0458,R28,4A2,2015,1,1,1,1,1,04/06/2015,155,No,NA
N0459,R30,4A2,2015,1,1,1,1,1,04/06/2015,155,No,NA
N0460,105,4B1,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0461,130,4B1,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0462,R32,4B1,2015,1,1,1,1,1,04/06/2015,155,No,NA
N0463,309,4B2,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0464,312,4B2,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0465,214,6SUT,2015,1,1,1,1,1,04/06/2015,155,Yes,NA
N0466,R34,G1E,2015,1,1,1,1,1,04/06/2015,155,No,NA
N0467,R35,G1E,2015,1,1,1,1,1,04/06/2015,155,No,NA
N0468,R29,4A2,2015,1,0,0,NA,NA,04/06/2015,155,No,NA
N0469,215,G1E,2015,1,0,0,NA,NA,04/06/2015,155,Yes,NA
N0470,37,4A1,2015,1,1,1,NA,NA,04/06/2015,155,Yes,NA
N0471,R33,6SMID,2015,1,0,0,NA,NA,04/06/2015,155,No,NA
N0472,R44,4A2,2015,1,1,1,0,0,05/06/2015,156,No,NA
N0473,19,4A1,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0474,R45,4A1,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0475,51,4A2,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0476,53A,4A2,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0477,R43,4A2,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0478,R46,4A2,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0479,121,4B1,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0480,133,4B1,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0481,R36,4B1,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0482,R37,4B1,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0483,R48,4B1,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0484,306,4B2,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0485,311,4B2,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0486,317,4B2,2015,1,1,1,1,1,05/06/2015,156,Yes,NA
N0487,R51,6NUT,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0488,R39,6SMID,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0489,R40,6SMID,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0490,R50,6SMID,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0491,R38,6SUT,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0492,R42,G5,2015,1,1,1,1,1,05/06/2015,156,No,NA
N0493,R49,6SUT,2015,2,1,0.5,1,1,05/06/2015,156,No,NA
N0494,R47,4A1,2015,1,0,0,NA,NA,05/06/2015,156,No,NA
N0495,307,4B2,2015,1,0,0,NA,NA,05/06/2015,156,Yes,NA
N0496,24,4A1,2015,2,0,0,NA,NA,05/06/2015,156,Yes,NA
N0497,314,4B2,2015,2,2,1,2,1,06/06/2015,157,Yes,NA
N0498,11,4A1,2015,1,1,1,1,1,06/06/2015,157,Yes,NA
N0499,R52,4A2,2015,1,1,1,1,1,06/06/2015,157,No,NA
N0500,115,4B1,2015,1,1,1,1,1,06/06/2015,157,Yes,NA
N0501,R53,4B1,2015,1,1,1,1,1,06/06/2015,157,No,NA
N0502,CAVE,6NUT,2015,1,1,1,1,1,06/06/2015,157,Yes,NA
N0503,R56,6SMID,2015,1,1,1,1,1,06/06/2015,157,No,NA
N0504,208,6SUT,2015,1,1,1,1,1,06/06/2015,157,Yes,NA
N0505,R57,G1E,2015,1,1,1,1,1,06/06/2015,157,No,NA
N0506,R58,G1E,2015,1,1,1,1,1,06/06/2015,157,No,NA
N0507,0,4A1,2015,1,0,0,NA,NA,06/06/2015,157,Yes,NA
N0508,R54,4B1,2015,1,0,0,NA,NA,06/06/2015,157,No,NA
N0509,R55,4B1,2015,1,0,0,NA,NA,06/06/2015,157,No,NA
N0510,305,4B2,2015,2,2,1,2,1,07/06/2015,158,Yes,NA
N0511,R60,4A1,2015,1,1,1,1,1,07/06/2015,158,No,NA
N0512,R59,4A2,2015,1,1,1,1,1,07/06/2015,158,No,NA
N0513,R61,4B1,2015,1,1,1,1,1,07/06/2015,158,No,NA
N0514,R64,6SMID,2015,1,1,1,1,1,07/06/2015,158,No,NA
N0515,R62,6SUT,2015,1,1,1,1,1,07/06/2015,158,No,NA
N0516,R65,6SUT,2015,1,1,1,1,1,07/06/2015,158,No,NA
N0517,R67,4A2,2015,1,1,1,1,1,08/06/2015,159,No,NA
N0518,111,4B1,2015,1,1,1,1,1,08/06/2015,159,Yes,NA
N0519,R66,4B1,2015,1,1,1,1,1,08/06/2015,159,No,NA
N0520,R68,4B1,2015,1,0,0,NA,NA,08/06/2015,159,No,NA
N0521,R71,4A2,2015,1,1,1,1,1,09/06/2015,160,No,NA
N0522,R69,4B1,2015,1,1,1,1,1,09/06/2015,160,No,NA
N0523,R72,4B1,2015,1,1,1,1,1,09/06/2015,160,No,NA
N0524,R70,G1E,2015,1,1,1,1,1,09/06/2015,160,No,NA
N0525,R73,G1E,2015,1,1,1,1,1,09/06/2015,160,No,NA
N0526,R75,4B1,2015,2,2,1,1,0.5,10/06/2015,161,No,NA
N0527,R74,6SMID,2015,2,2,1,1,0.5,10/06/2015,161,No,NA
N0528,R76,4B1,2015,2,2,1,2,1,10/06/2015,161,No,NA
N0529,R78,4B2,2015,1,1,1,1,1,10/06/2015,161,No,NA
N0530,224,6NUT,2015,2,2,1,2,1,11/06/2015,162,Yes,NA
N0531,R77,4A1,2015,1,1,1,0,0,11/06/2015,162,No,NA
N0532,R80,4A1,2015,1,1,1,0,0,11/06/2015,162,No,NA
N0533,R79,4A1,2015,1,1,1,1,1,11/06/2015,162,No,NA
N0534,186,6SMID,2015,2,2,1,2,1,12/06/2015,163,Yes,NA
N0535,R81,6NUT,2015,1,1,1,1,1,12/06/2015,163,No,NA
N0536,R82,6SMID,2015,2,2,1,2,1,13/06/2015,164,No,NA
N0537,3,4A1,2015,1,1,1,1,1,13/06/2015,164,Yes,NA
N0538,5,4A1,2015,1,1,1,1,1,13/06/2015,164,Yes,NA
N0539,194,6SMID,2015,1,1,1,1,1,13/06/2015,164,Yes,NA
N0540,R84,4A2,2015,2,2,1,1,0.5,14/06/2015,165,No,NA
N0541,R97,4A2,2015,2,2,1,1,0.5,14/06/2015,165,No,NA
N0542,R86,6SMID,2015,2,2,1,2,1,14/06/2015,165,No,NA
N0543,34,4A1,2015,2,2,1,2,1,14/06/2015,165,Yes,NA
N0544,R85,4A2,2015,2,2,1,2,1,14/06/2015,165,No,NA
N0545,R87,6SMID,2015,2,2,1,2,1,14/06/2015,165,No,NA
N0546,R83,4A2,2015,1,1,1,1,1,14/06/2015,165,No,NA
N0547,R90,4B2,2015,2,2,1,0,0,15/06/2015,166,No,NA
N0548,R91,6SUT,2015,2,2,1,2,1,15/06/2015,166,No,NA
N0549,39,4A1,2015,1,1,1,NA,NA,15/06/2015,166,Yes,NA
N0550,22,4A1,2015,2,2,1,2,1,16/06/2015,167,Yes,NA
N0551,R96,4A2,2015,2,2,1,2,1,17/06/2015,168,No,NA
N0552,R98,6SMID,2015,2,2,1,2,1,17/06/2015,168,No,NA
N0553,R95,4A1,2015,1,1,1,1,1,17/06/2015,168,No,NA
N0554,R04,4A2,2015,1,1,1,1,1,17/06/2015,168,No,NA
N0555,R92,4B1,2015,1,1,1,1,1,17/06/2015,168,No,NA
N0556,R100,6SMID,2015,1,1,1,1,1,17/06/2015,168,No,NA
N0557,213,6SUT,2015,1,1,1,1,1,17/06/2015,168,Yes,NA
N0558,216,6SUT,2015,2,1,0.5,1,1,17/06/2015,168,Yes,NA
N0559,R63,6SUT,2015,2,2,1,1,0.5,18/06/2015,169,No,NA
N0560,R102,4B2,2015,1,1,1,0,0,18/06/2015,169,No,NA
N0561,R107,G1E,2015,1,1,1,0,0,19/06/2015,170,No,NA
N0562,20,4A1,2015,1,1,1,1,1,19/06/2015,170,Yes,NA
N0563,R104,4B1,2015,1,1,1,1,1,19/06/2015,170,No,NA
N0564,R105,4B1,2015,1,1,1,1,1,19/06/2015,170,No,NA
N0565,R106,4B2,2015,1,1,1,0,0,20/06/2015,171,No,NA
N0566,RA,6SUT,2015,1,1,1,0,0,21/06/2015,172,No,NA
N0567,RB,4A2,2015,1,1,1,1,1,21/06/2015,172,No,NA
N0568,R109,4A2,2015,2,1,0.5,1,1,21/06/2015,172,No,NA
N0569,R18,4B1,2015,2,2,1,1,0.5,24/06/2015,175,No,NA
N0570,RC,4A2,2015,1,1,1,0,0,24/06/2015,175,No,NA
N0571,R304,4B2,2015,1,0,0,NA,NA,29/06/2015,180,No,NA
N0572,R310,4B2,2015,1,0,0,NA,NA,29/06/2015,180,No,NA
N0573,between.A1.boxes,G1E,2015,1,0,0,NA,NA,07/07/2015,188,No,NA
N0574,R93,4A2,2015,1,1,1,NA,NA,10/07/2015,191,No,NA
N0578,302,4B2,2014,1,1,1,1,1,24/05/2014,144,Yes,NA
N0579,32,4A1,2014,1,1,1,1,1,25/05/2014,145,Yes,NA
N0580,301,4B2,2014,1,1,1,1,1,25/05/2014,145,Yes,NA
N0581,6,4A1,2014,1,1,1,1,1,26/05/2014,146,Yes,NA
N0582,14,4A1,2014,1,1,1,1,1,26/05/2014,146,Yes,NA
N0583,45,4A2,2014,2,2,1,1,0.5,26/05/2014,146,Yes,NA
N0584,61,4A2,2014,1,1,1,1,1,26/05/2014,146,Yes,NA
N0585,64,4A2,2014,1,1,1,1,1,26/05/2014,146,Yes,NA
N0586,665,6NUT,2014,1,1,1,1,1,26/05/2014,146,Yes,NA
N0587,208,6SUT,2014,1,1,1,1,1,26/05/2014,146,Yes,NA
N0588,131,4B1,2014,1,1,1,1,1,27/05/2014,147,Yes,NA
N0589,195,6SMID,2014,2,2,1,2,1,27/05/2014,147,Yes,NA
N0590,C05,4A1,2014,1,1,1,1,1,28/05/2014,148,No,NA
N0591,123,4B1,2014,3,2,0.666666667,2,1,28/05/2014,148,Yes,NA
N0592,125,4B1,2014,2,2,1,1,0.5,28/05/2014,148,Yes,NA
N0593,196,6SUT,2014,1,1,1,1,1,28/05/2014,148,Yes,NA
N0594,106,4B1,2014,1,1,1,1,1,29/05/2014,149,Yes,NA
N0595,226,6NUT,2014,1,1,1,1,1,29/05/2014,149,Yes,NA
N0596,209,6SUT,2014,1,1,1,1,1,29/05/2014,149,Yes,NA
N0597,218,6SUT,2014,2,1,0.5,0,0,29/05/2014,149,Yes,NA
N0598,0,4A1,2014,2,2,1,2,1,30/05/2014,150,Yes,NA
N0599,25,4A1,2014,2,1,0.5,NA,NA,30/05/2014,150,Yes,NA
N0600,31,4A1,2014,1,1,1,1,1,30/05/2014,150,Yes,NA
N0601,36,4A1,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0602,41,4A1,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0603,53,4A2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0604,66,4A2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0605,68,4A2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0606,114,4B1,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0607,120,4B1,2014,2,2,1,2,1,30/05/2014,150,Yes,NA
N0608,305,4B2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0609,306,4B2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0610,315,4B2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0611,316,4B2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0612,317,4B2,2014,2,2,1,2,1,30/05/2014,150,Yes,NA
N0613,318,4B2,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0614,185,6SMID,2014,3,2,0.666666667,1,0.5,30/05/2014,150,Yes,NA
N0615,199,6SUT,2014,1,1,1,1,1,30/05/2014,150,Yes,NA
N0616,201,6SUT,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0617,21,G1E,2014,2,2,1,2,1,30/05/2014,150,Yes,NA
N0618,Box 156,G1E,2014,2,2,1,1,0.5,30/05/2014,150,Yes,NA
N0619,Box 282,G1E,2014,2,1,0.5,1,1,30/05/2014,150,Yes,NA
N0620,4,4A1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0621,15,4A1,2014,1,1,1,1,1,31/05/2014,151,Yes,NA
N0622,19,4A1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0623,22,4A1,2014,2,1,0.5,1,1,31/05/2014,151,Yes,NA
N0624,24,4A1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0625,29,4A1,2014,2,2,1,2,1,31/05/2014,151,Yes,NA
N0626,40,4A1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0627,48,4A2,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0628,50,4A2,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0629,55,4A2,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0630,57,4A2,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0631,59,4A2,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0632,109,4B1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0633,118,4B1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0634,119,4B1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0635,121,4B1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0636,129,4B1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0637,132,4B1,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0638,311,4B2,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0639,179,6SMID,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0640,192,6SMID,2014,1,1,1,1,1,31/05/2014,151,Yes,NA
N0641,194,6SMID,2014,2,2,1,2,1,31/05/2014,151,Yes,NA
N0642,247,6SMID,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0643,211,6SUT,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0644,215,G1E,2014,2,2,1,1,0.5,31/05/2014,151,Yes,NA
N0645,3,4A1,2014,2,2,1,2,1,01/06/2014,152,Yes,NA
N0646,16,4A1,2014,1,1,1,1,1,01/06/2014,152,Yes,NA
N0647,21,4A1,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0648,30,4A1,2014,3,3,1,2,0.666666667,01/06/2014,152,Yes,NA
N0649,37,4A1,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0650,47,4A2,2014,2,1,0.5,1,1,01/06/2014,152,Yes,NA
N0651,C51,4A2,2014,2,2,1,2,1,01/06/2014,152,No,NA
N0652,R01,4A2,2014,2,2,1,1,0.5,01/06/2014,152,No,NA
N0653,R03,4A2,2014,2,2,1,1,0.5,01/06/2014,152,No,NA
N0654,104,4B1,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0655,105,4B1,2014,1,1,1,1,1,01/06/2014,152,Yes,NA
N0656,107,4B1,2014,2,2,1,2,1,01/06/2014,152,Yes,NA
N0657,113,4B1,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0658,126,4B1,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0659,128,4B1,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0660,134,4B1,2014,2,2,1,2,1,01/06/2014,152,Yes,NA
N0661,147,4B1,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0662,303,4B2,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0663,R04,4B2,2014,1,0,0,NA,NA,01/06/2014,152,No,NA
N0664,R05,4B2,2014,2,2,1,0,0,01/06/2014,152,No,NA
N0665,186,6SMID,2014,2,2,1,NA,NA,01/06/2014,152,Yes,NA
N0666,190,6SMID,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0667,191,6SMID,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0668,43,G1E,2014,2,2,1,2,1,01/06/2014,152,Yes,NA
N0669,65,G1E,2014,2,2,1,2,1,01/06/2014,152,Yes,NA
N0670,255,G1E,2014,2,2,1,1,0.5,01/06/2014,152,Yes,NA
N0671,8,4A1,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0672,12,4A1,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0673,27,4A1,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0674,38,4A1,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0675,43,4A2,2014,2,1,0.5,1,1,02/06/2014,153,Yes,NA
N0676,46,4A2,2014,2,2,1,2,1,02/06/2014,153,Yes,NA
N0677,49,4A2,2014,2,1,0.5,1,1,02/06/2014,153,Yes,NA
N0678,52,4A2,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0679,60,4A2,2014,1,1,1,1,1,02/06/2014,153,Yes,NA
N0680,67,4A2,2014,1,1,1,1,1,02/06/2014,153,Yes,NA
N0681,53A,4A2,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0682,R02,4A2,2014,2,2,1,1,0.5,02/06/2014,153,No,NA
N0683,101,4B1,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0684,124,4B1,2014,3,1,0.333333333,1,1,02/06/2014,153,Yes,NA
N0685,137,4B1,2014,2,2,1,2,1,02/06/2014,153,Yes,NA
N0686,304,4B2,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0687,320,4B2,2014,2,2,1,2,1,02/06/2014,153,Yes,NA
N0688,669,6NUT,2014,2,2,1,2,1,02/06/2014,153,Yes,NA
N0689,R07,6SMID,2014,2,1,0.5,0,0,02/06/2014,153,No,NA
N0690,R08,6SMID,2014,2,2,1,NA,NA,02/06/2014,153,No,NA
N0691,Box 135,G1E,2014,2,2,1,1,0.5,02/06/2014,153,Yes,NA
N0692,P63,"G1E,C1",2014,2,0,0,NA,NA,02/06/2014,153,No,NA
N0693,P62,"G1E,C2",2014,2,1,0.5,1,1,02/06/2014,153,No,NA
N0694,20,4A1,2014,2,2,1,2,1,03/06/2014,154,Yes,NA
N0695,34,4A1,2014,2,2,1,1,0.5,03/06/2014,154,Yes,NA
N0696,35,4A1,2014,2,2,1,1,0.5,03/06/2014,154,Yes,NA
