nest.id,nest,area,year,no.eggs,no.nestlings,prop.hatched,no.fledged,prop.fledged,clutch_initiation_date,clutch_initiation_day,box,cover
N1038,rb309,4B2,2012,2,2,1,1,0.5,24/05/2012,145,Yes,NA
N1039,rb315,4B2,2012,2,1,0.5,1,1,24/05/2012,145,Yes,NA
N1040,rb320,4B2,2012,2,0,0,NA,NA,24/05/2012,145,Yes,NA
N1041,rb35,4A1,2012,2,2,1,2,1,24/05/2012,145,Yes,NA
N1042,rb41,4A1,2012,2,2,1,2,1,24/05/2012,145,Yes,NA
N1043,rb44,4A2,2012,2,2,1,2,1,24/05/2012,145,Yes,NA
N1044,rb59,4A2,2012,2,2,1,1,0.5,24/05/2012,145,Yes,NA
N1045,rb61,4A2,2012,3,3,1,1,0.333333333,24/05/2012,145,Yes,NA
N1046,rb62,4A2,2012,2,2,1,2,1,24/05/2012,145,Yes,NA
N1047,rb63,4A2,2012,2,2,1,1,0.5,24/05/2012,145,Yes,NA
N1048,rb665,6NUT,2012,2,2,1,1,0.5,24/05/2012,145,Yes,NA
N1049,rb70,G1E,2012,2,2,1,1,0.5,24/05/2012,145,Yes,NA
N1050,ro5,6NUT,2012,1,0,0,NA,NA,24/05/2012,145,No,NA
N1051,ro7,6SMID,2012,2,2,1,1,0.5,24/05/2012,145,No,NA
N1052,pie 231,6NUT,2012,2,2,1,2,1,25/05/2012,146,No,NA
N1053,rb02,4A1,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1054,rb108,4B1,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1055,rb12,4A1,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1056,rb129,4B1,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1057,rb131,4B1,2012,2,1,0.5,1,1,25/05/2012,146,Yes,NA
N1058,rb134,4B1,2012,1,0,0,NA,NA,25/05/2012,146,Yes,NA
N1059,rb14,4A1,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1060,rb15,4A1,2012,1,1,1,1,1,25/05/2012,146,Yes,NA
N1061,rb16,4A1,2012,2,1,0.5,1,1,25/05/2012,146,Yes,NA
N1062,rb188,6SMID,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1063,rb201,6SUT,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1064,rb21,4A1,2012,1,1,1,1,1,25/05/2012,146,Yes,NA
N1065,rb302,4B2,2012,2,2,1,0,0,25/05/2012,146,Yes,NA
N1066,rb36,4A1,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1067,rb38,4A1,2012,2,2,1,0,0,25/05/2012,146,Yes,NA
N1068,rb39,4A1,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1069,rb40,4A1,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1070,rb42,4A1,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1071,rb47,4A2,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1072,rb48,4A2,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1073,rb49,4A2,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1074,rb53,4A2,2012,1,1,1,1,1,25/05/2012,146,Yes,NA
N1075,rb58,4A2,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1076,rb667,6NUT,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1077,rb73,G1E,2012,1,1,1,1,1,25/05/2012,146,Yes,NA
N1078,rb78,G1E,2012,2,2,1,1,0.5,25/05/2012,146,Yes,NA
N1079,rb85,G1E,2012,1,1,1,1,1,25/05/2012,146,Yes,NA
N1080,rb89,G1E,2012,2,2,1,2,1,25/05/2012,146,Yes,NA
N1081,ro03,4B2,2012,2,2,1,1,0.5,25/05/2012,146,No,NA
N1082,ro06,4A2,2012,2,2,1,2,1,25/05/2012,146,No,NA
N1083,ro08,4A1,2012,2,2,1,1,0.5,25/05/2012,146,No,NA
N1084,ro10,6SMID,2012,2,2,1,1,0.5,25/05/2012,146,No,NA
N1085,ro11,4A2,2012,2,2,1,1,0.5,25/05/2012,146,No,NA
N1086,ro13,4A2,2012,2,2,1,2,1,25/05/2012,146,No,NA
N1087,ro15,4A1,2012,2,1,0.5,0,0,25/05/2012,146,No,NA
N1088,ro17,4A1,2012,2,2,1,2,1,25/05/2012,146,No,NA
N1089,pie 44,G1E,2012,2,2,1,1,0.5,26/05/2012,147,No,NA
N1090,pie49,G1E,2012,2,2,1,1,0.5,26/05/2012,147,No,NA
N1091,rb103,4B1,2012,2,2,1,2,1,26/05/2012,147,Yes,NA
N1092,rb126,4B1,2012,2,2,1,1,0.5,26/05/2012,147,Yes,NA
N1093,rb193,6SMID,2012,2,2,1,1,0.5,26/05/2012,147,Yes,NA
N1094,rb205,6SUT,2012,2,2,1,1,0.5,26/05/2012,147,Yes,NA
N1095,rb247,6SMID,2012,2,0,0,NA,NA,26/05/2012,147,Yes,NA
N1096,rb27,4A1,2012,2,2,1,1,0.5,26/05/2012,147,Yes,NA
N1097,rb303,4B2,2012,2,2,1,1,0.5,26/05/2012,147,Yes,NA
N1098,rb310,4B2,2012,1,1,1,1,1,26/05/2012,147,Yes,NA
N1099,rb43,4A2,2012,2,2,1,2,1,26/05/2012,147,Yes,NA
N1100,rb67,4A2,2012,2,2,1,2,1,26/05/2012,147,Yes,NA
N1101,rb76,G1E,2012,2,2,1,1,0.5,26/05/2012,147,Yes,NA
N1102,rb82,G1E,2012,1,1,1,1,1,26/05/2012,147,Yes,NA
N1103,ro09,6SMID,2012,2,2,1,1,0.5,26/05/2012,147,No,NA
N1104,ro12,4A2,2012,2,2,1,2,1,26/05/2012,147,No,NA
N1105,ro19,6SMID,2012,2,1,0.5,1,1,26/05/2012,147,No,NA
N1106,rb05,4A1,2012,3,2,0.666666667,1,0.5,27/05/2012,148,Yes,NA
N1107,rb08,4A1,2012,2,2,1,1,0.5,27/05/2012,148,Yes,NA
N1108,rb09,4A1,2012,2,0,0,NA,NA,27/05/2012,148,Yes,NA
N1109,rb186,6SMID,2012,2,2,1,2,1,27/05/2012,148,Yes,NA
N1110,rb19,4A1,2012,1,1,1,0,0,27/05/2012,148,Yes,NA
N1111,rb20,4A1,2012,2,0,0,NA,NA,27/05/2012,148,Yes,NA
N1112,rb204,6SUT,2012,1,1,1,1,1,27/05/2012,148,Yes,NA
N1113,rb313,4B2,2012,1,1,1,1,1,27/05/2012,148,Yes,NA
N1114,rb34,4A1,2012,2,2,1,1,0.5,27/05/2012,148,Yes,NA
N1115,rb52,4A2,2012,2,2,1,2,1,27/05/2012,148,Yes,NA
N1116,rb66,4A2,2012,2,2,1,1,0.5,27/05/2012,148,Yes,NA
N1117,rb75,G1E,2012,1,1,1,1,1,27/05/2012,148,Yes,NA
N1118,rb80,G1E,2012,2,2,1,1,0.5,27/05/2012,148,Yes,NA
N1119,ro14,6SMID,2012,2,2,1,1,0.5,27/05/2012,148,No,NA
N1120,ro16,6SMID,2012,2,1,0.5,1,1,27/05/2012,148,No,NA
N1121,ro20,4A2,2012,1,1,1,1,1,27/05/2012,148,No,NA
N1122,ro21,4A1,2012,2,1,0.5,0,0,27/05/2012,148,No,NA
N1123,pie 65,G1E,2012,2,2,1,1,0.5,28/05/2012,149,No,NA
N1124,pie66,G1E,2012,2,2,1,0,0,28/05/2012,149,No,NA
N1125,rb101,4B1,2012,4,1,0.25,0,0,28/05/2012,149,Yes,NA
N1126,rb102,4B1,2012,2,2,1,1,0.5,28/05/2012,149,Yes,NA
N1127,rb111,4B1,2012,1,1,1,1,1,28/05/2012,149,Yes,NA
N1128,rb130,4B1,2012,2,0,0,NA,NA,28/05/2012,149,Yes,NA
N1129,rb135,4B1,2012,2,2,1,1,0.5,28/05/2012,149,Yes,NA
N1130,rb137,4B1,2012,2,2,1,2,1,28/05/2012,149,Yes,NA
N1131,rb17,4A1,2012,2,0,0,NA,NA,28/05/2012,149,Yes,NA
N1132,rb179,6SMID,2012,2,2,1,1,0.5,28/05/2012,149,Yes,NA
N1133,rb311,4B2,2012,2,2,1,1,0.5,28/05/2012,149,Yes,NA
N1134,rb317,4B2,2012,2,2,1,1,0.5,28/05/2012,149,Yes,NA
N1135,rb319,4B2,2012,2,1,0.5,1,1,28/05/2012,149,Yes,NA
N1136,rb65,4A2,2012,2,2,1,1,0.5,28/05/2012,149,Yes,NA
N1137,ro18,4A2,2012,2,2,1,1,0.5,28/05/2012,149,No,NA
N1138,ro22,4A2,2012,2,2,1,2,1,28/05/2012,149,No,NA
N1139,ro23,4A1,2012,2,2,1,1,0.5,28/05/2012,149,No,NA
N1140,ro24,4A1,2012,1,1,1,1,1,28/05/2012,149,No,NA
N1141,ro25,4A1,2012,1,1,1,1,1,28/05/2012,149,No,NA
N1142,ro26,4A1,2012,2,1,0.5,0,0,28/05/2012,149,No,NA
N1143,ro27,4B1,2012,1,1,1,0,0,28/05/2012,149,No,NA
N1144,ro28,6SUT,2012,2,2,1,1,0.5,28/05/2012,149,No,NA
N1145,ro29,4A1,2012,2,2,1,1,0.5,28/05/2012,149,No,NA
N1146,ro31,4A1,2012,2,2,1,1,0.5,28/05/2012,149,No,NA
N1147,ro33,4A1,2012,2,1,0.5,1,1,28/05/2012,149,No,NA
N1148,ro56,4A2,2012,2,2,1,2,1,28/05/2012,149,No,NA
N1149,pie80,G1E,2012,1,1,1,1,1,29/05/2012,150,No,NA
N1150,pie81,G1E,2012,1,1,1,0,0,29/05/2012,150,No,NA
N1151,rb114,4B1,2012,2,1,0.5,1,1,29/05/2012,150,Yes,NA
N1152,rb147,4B1,2012,2,2,1,1,0.5,29/05/2012,150,Yes,NA
N1153,rb191,6SMID,2012,2,2,1,1,0.5,29/05/2012,150,Yes,NA
N1154,rb194,6SMID,2012,2,1,0.5,1,1,29/05/2012,150,Yes,NA
N1155,rb28,4A1,2012,2,2,1,1,0.5,29/05/2012,150,Yes,NA
N1156,rb50,4A2,2012,2,2,1,2,1,29/05/2012,150,Yes,NA
N1157,ro30,6SMID,2012,2,0,0,NA,NA,29/05/2012,150,No,NA
N1158,ro32,6SMID,2012,2,2,1,1,0.5,29/05/2012,150,No,NA
N1159,ro34,6SMID,2012,2,1,0.5,0,0,29/05/2012,150,No,NA
N1160,ro35,4A1,2012,2,1,0.5,0,0,29/05/2012,150,No,NA
N1161,pie86,G1E,2012,2,2,1,1,0.5,30/05/2012,151,No,NA
N1162,rb07,4A1,2012,2,0,0,NA,NA,30/05/2012,151,Yes,NA
N1163,rb107,4B1,2012,2,2,1,1,0.5,30/05/2012,151,Yes,NA
N1164,rb77,G1E,2012,1,1,1,1,1,30/05/2012,151,Yes,NA
N1165,ro36,4B1,2012,1,1,1,0,0,30/05/2012,151,No,NA
N1166,ro38,6SUT,2012,2,2,1,1,0.5,30/05/2012,151,No,NA
N1167,rb55,4A2,2012,2,2,1,1,0.5,31/05/2012,152,Yes,NA
N1168,ro37,4B1,2012,2,2,1,1,0.5,31/05/2012,152,No,NA
N1169,ro40,4B2,2012,2,1,0.5,1,1,31/05/2012,152,No,NA
N1170,rb212,6SUT,2012,2,2,1,1,0.5,01/06/2012,153,Yes,NA
N1171,ro39,6SMID,2012,2,2,1,1,0.5,01/06/2012,153,No,NA
N1172,ro42,6SMID,2012,2,2,1,0,0,01/06/2012,153,No,NA
N1173,ro44,6SMID,2012,1,1,1,1,1,01/06/2012,153,No,NA
N1174,rb225,6NUT,2012,2,2,1,1,0.5,02/06/2012,154,Yes,NA
N1175,rb663,6NUT,2012,1,1,1,1,1,02/06/2012,154,Yes,NA
N1176,ro41,6SMID,2012,2,1,0.5,1,1,02/06/2012,154,No,NA
N1177,ro46,4A1,2012,2,0,0,NA,NA,02/06/2012,154,No,NA
N1178,ro48,4B1,2012,1,1,1,1,1,02/06/2012,154,No,NA
N1179,pie102,G1E,2012,1,0,0,NA,NA,03/06/2012,155,No,NA
N1180,rb207,6SUT,2012,1,0,0,NA,NA,03/06/2012,155,Yes,NA
N1181,ro43,6SMID,2012,1,1,1,1,1,03/06/2012,155,No,NA
N1182,rb117,4B1,2012,1,1,1,0,0,04/06/2012,156,Yes,NA
N1183,rb197,6SUT,2012,1,1,1,0,0,04/06/2012,156,Yes,NA
N1184,rb216,6SUT,2012,1,0,0,NA,NA,04/06/2012,156,Yes,NA
N1185,ro45,4B1,2012,1,0,0,NA,NA,04/06/2012,156,No,NA
N1186,ro50,6SMID,2012,1,1,1,0,0,05/06/2012,157,No,NA
N1187,ro51,6SMID,2012,2,1,0.5,1,1,09/06/2012,161,No,NA
N1188,ro52,4B1,2012,1,1,1,0,0,09/06/2012,161,No,NA
N1189,pie 120,G1E,2012,1,1,1,0,0,19/06/2012,171,No,NA
N1190,rb03,4A1,2012,1,1,1,0,0,19/06/2012,171,Yes,NA
N1191,rb316,4B2,2011,2,2,1,2,1,15/05/2011,135,Yes,NA
N1192,rb314,4B2,2011,2,2,1,1,0.5,16/05/2011,136,Yes,NA
N1193,rb15,4A1,2011,2,2,1,2,1,17/05/2011,137,Yes,NA
N1194,rb198,6SUT,2011,2,2,1,2,1,17/05/2011,137,Yes,NA
N1195,rb207,6SUT,2011,1,1,1,1,1,17/05/2011,137,Yes,NA
N1196,rb319,4B2,2011,1,1,1,1,1,17/05/2011,137,Yes,NA
N1197,ro**,4B1,2011,1,0,0,NA,NA,17/05/2011,137,No,NA
N1198,rb306,4B2,2011,1,0,0,NA,NA,19/05/2011,139,Yes,NA
N1199,rb56,4A2,2011,1,0,0,NA,NA,19/05/2011,139,Yes,NA
N1200,ro**,6SMID,2011,1,0,0,NA,NA,19/05/2011,139,No,NA
N1201,rb29,4A1,2011,2,2,1,2,1,20/05/2011,140,Yes,NA
N1202,rb50,4A2,2011,2,1,0.5,1,1,20/05/2011,140,Yes,NA
N1203,rb309,4B2,2011,2,2,1,2,1,21/05/2011,141,Yes,NA
N1204,rb63,4A2,2011,2,1,0.5,1,1,21/05/2011,141,Yes,NA
N1205,rb66,4A2,2011,1,1,1,1,1,21/05/2011,141,Yes,NA
N1206,ro8,4B2,2011,1,0,0,NA,NA,21/05/2011,141,No,NA
N1207,rb105,4B1,2011,2,2,1,1,0.5,22/05/2011,142,Yes,NA
N1208,rb113,4B1,2011,2,2,1,1,0.5,22/05/2011,142,Yes,NA
N1209,rb125,4B1,2011,2,0,0,NA,NA,22/05/2011,142,Yes,NA
N1210,rb13,4A1,2011,2,1,0.5,1,1,22/05/2011,142,Yes,NA
N1211,rb131,4B1,2011,2,1,0.5,1,1,22/05/2011,142,Yes,NA
N1212,rb311,4B2,2011,2,2,1,2,1,22/05/2011,142,Yes,NA
N1213,rb68,4A2,2011,2,2,1,2,1,22/05/2011,142,Yes,NA
N1214,rb08,4A1,2011,2,1,0.5,1,1,23/05/2011,143,Yes,NA
N1215,rb104,4B1,2011,1,1,1,1,1,23/05/2011,143,Yes,NA
N1216,rb109,4B1,2011,2,1,0.5,0,0,23/05/2011,143,Yes,NA
N1217,rb116,4B1,2011,2,2,1,1,0.5,23/05/2011,143,Yes,NA
N1218,rb122,4B1,2011,2,2,1,1,0.5,23/05/2011,143,Yes,NA
N1219,rb179,6SMID,2011,1,1,1,1,1,23/05/2011,143,Yes,NA
N1220,rb193,6SMID,2011,2,2,1,2,1,23/05/2011,143,Yes,NA
N1221,rb225,6NUT,2011,1,1,1,1,1,23/05/2011,143,Yes,NA
N1222,rb301,4B2,2011,2,2,1,1,0.5,23/05/2011,143,Yes,NA
N1223,rb320,4B2,2011,1,1,1,1,1,23/05/2011,143,Yes,NA
N1224,rb39,4A1,2011,2,2,1,2,1,23/05/2011,143,Yes,NA
N1225,rb665,6NUT,2011,2,2,1,2,1,23/05/2011,143,Yes,NA
N1226,ro6,4A1,2011,1,1,1,0,0,23/05/2011,143,No,NA
N1227,rb03,4A1,2011,2,2,1,1,0.5,24/05/2011,144,Yes,NA
N1228,rb05,4A1,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1229,rb06,4A1,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1230,rb10,4A1,2011,2,1,0.5,1,1,24/05/2011,144,Yes,NA
N1231,rb11,4A1,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1232,rb110,4B1,2011,1,1,1,1,1,24/05/2011,144,Yes,NA
N1233,rb115,4B1,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1234,rb119,4B1,2011,1,0,0,NA,NA,24/05/2011,144,Yes,NA
N1235,rb127,4B1,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1236,rb133,4B1,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1237,rb134,4B1,2011,1,0,0,NA,NA,24/05/2011,144,Yes,NA
N1238,rb16,4A1,2011,2,2,1,1,0.5,24/05/2011,144,Yes,NA
N1239,rb19,4A1,2011,1,1,1,1,1,24/05/2011,144,Yes,NA
N1240,rb192,6SMID,2011,1,1,1,1,1,24/05/2011,144,Yes,NA
N1241,rb208,6SUT,2011,2,1,0.5,1,1,24/05/2011,144,Yes,NA
N1242,rb23,4A1,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1243,rb30,4A1,2011,2,2,1,1,0.5,24/05/2011,144,Yes,NA
N1244,rb31,4A1,2011,1,1,1,1,1,24/05/2011,144,Yes,NA
N1245,rb34,4A1,2011,2,2,1,1,0.5,24/05/2011,144,Yes,NA
N1246,rb37,4A1,2011,2,0,0,NA,NA,24/05/2011,144,Yes,NA
N1247,rb41,4A1,2011,1,1,1,1,1,24/05/2011,144,Yes,NA
N1248,rb44,4A2,2011,2,1,0.5,1,1,24/05/2011,144,Yes,NA
N1249,rb53a,4A2,2011,1,1,1,1,1,24/05/2011,144,Yes,NA
N1250,rb54,4A2,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1251,rb55,4A2,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1252,rb57,4A2,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1253,rb64,4A2,2011,2,2,1,2,1,24/05/2011,144,Yes,NA
N1254,rb65,4A2,2011,1,1,1,1,1,24/05/2011,144,Yes,NA
N1255,ro1,4A2,2011,1,1,1,1,1,24/05/2011,144,No,NA
N1256,ro2,4A2,2011,1,1,1,1,1,24/05/2011,144,No,NA
N1257,ro3,4A2,2011,2,2,1,0,0,24/05/2011,144,No,NA
N1258,ro5,4A2,2011,2,2,1,1,0.5,24/05/2011,144,No,NA
N1259,rb01,4A1,2011,2,1,0.5,1,1,25/05/2011,145,Yes,NA
N1260,rb04,4A1,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1261,rb107,4B1,2011,2,2,1,1,0.5,25/05/2011,145,Yes,NA
N1262,rb128,4B1,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1263,rb129,4B1,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1264,rb188,6SMID,2011,2,1,0.5,1,1,25/05/2011,145,Yes,NA
N1265,rb199,6SUT,2011,2,1,0.5,1,1,25/05/2011,145,Yes,NA
N1266,rb200,6SUT,2011,2,1,0.5,1,1,25/05/2011,145,Yes,NA
N1267,rb206,6SUT,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1268,rb231,6NUT,2011,1,1,1,1,1,25/05/2011,145,Yes,NA
N1269,rb302,4B2,2011,1,1,1,1,1,25/05/2011,145,Yes,NA
N1270,rb303,4B2,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1271,rb308,4B2,2011,1,1,1,1,1,25/05/2011,145,Yes,NA
N1272,rb318,4B2,2011,1,1,1,1,1,25/05/2011,145,Yes,NA
N1273,rb32,4A1,2011,1,1,1,1,1,25/05/2011,145,Yes,NA
N1274,rb46,4A2,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1275,rb61,4A2,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1276,rb664,6NUT,2011,2,2,1,2,1,25/05/2011,145,Yes,NA
N1277,rb67,4A2,2011,2,1,0.5,1,1,25/05/2011,145,Yes,NA
N1278,ro10,6SMID,2011,1,0,0,NA,NA,25/05/2011,145,No,NA
N1279,ro12,6NUT,2011,1,1,1,1,1,25/05/2011,145,No,NA
N1280,ro9,4B2,2011,1,1,1,1,1,25/05/2011,145,No,NA
N1281,rb09,4A1,2011,2,1,0.5,1,1,27/05/2011,147,Yes,NA
N1282,rb117,4B1,2011,1,0,0,NA,NA,27/05/2011,147,Yes,NA
N1283,rb121,4B1,2011,1,0,0,NA,NA,27/05/2011,147,Yes,NA
N1284,rb123,4B1,2011,1,1,1,0,0,27/05/2011,147,Yes,NA
N1285,rb124,4B1,2011,1,1,1,1,1,27/05/2011,147,Yes,NA
N1286,rb18,4A1,2011,2,2,1,1,0.5,27/05/2011,147,Yes,NA
N1287,rb189,6SMID,2011,1,1,1,1,1,27/05/2011,147,Yes,NA
N1288,rb190,6SMID,2011,2,2,1,0,0,27/05/2011,147,Yes,NA
N1289,rb191,6SMID,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1290,rb194,6SMID,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1291,rb195,6SMID,2011,2,2,1,0,0,27/05/2011,147,Yes,NA
N1292,rb196,6SUT,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1293,rb201,6SUT,2011,2,2,1,1,0.5,27/05/2011,147,Yes,NA
N1294,rb22,4A1,2011,1,1,1,1,1,27/05/2011,147,Yes,NA
N1295,rb24,4A1,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1296,rb25,4A1,2011,2,1,0.5,1,1,27/05/2011,147,Yes,NA
N1297,rb28,4A1,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1298,rb312,4B2,2011,2,1,0.5,1,1,27/05/2011,147,Yes,NA
N1299,rb313,4B2,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1300,rb315,4B2,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1301,rb33,4A1,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1302,rb35,4A1,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1303,rb40,4A1,2011,2,2,1,1,0.5,27/05/2011,147,Yes,NA
N1304,rb42,4A1,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1305,rb45,4A2,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1306,rb48,4A2,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1307,rb62,4A2,2011,2,2,1,2,1,27/05/2011,147,Yes,NA
N1308,ro13,4A1,2011,1,1,1,1,1,27/05/2011,147,No,NA
N1309,ro14,4B1,2011,2,1,0.5,1,1,27/05/2011,147,No,NA
N1310,ro15,4B1,2011,1,1,1,1,1,27/05/2011,147,No,NA
N1311,ro16,6SMID,2011,1,1,1,1,1,27/05/2011,147,No,NA
N1312,rb00,4A1,2011,2,2,1,1,0.5,28/05/2011,148,Yes,NA
N1313,rb07,4A1,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1314,rb103,4B1,2011,1,0,0,NA,NA,28/05/2011,148,Yes,NA
N1315,rb114,4B1,2011,2,2,1,1,0.5,28/05/2011,148,Yes,NA
N1316,rb12,4A1,2011,4,3,0.75,2,0.666666667,28/05/2011,148,Yes,NA
N1317,rb120,4B1,2011,1,1,1,1,1,28/05/2011,148,Yes,NA
N1318,rb137,4B1,2011,2,1,0.5,1,1,28/05/2011,148,Yes,NA
N1319,rb14,4A1,2011,1,1,1,1,1,28/05/2011,148,Yes,NA
N1320,rb140,G1E,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1321,rb185,6SMID,2011,2,2,1,1,0.5,28/05/2011,148,Yes,NA
N1322,rb187,6SMID,2011,2,2,1,0,0,28/05/2011,148,Yes,NA
N1323,rb26,4A1,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1324,rb270,G1E,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1325,rb307,4B2,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1326,rb322,G1E,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1327,rb38,4A1,2011,2,1,0.5,1,1,28/05/2011,148,Yes,NA
N1328,rb43,4A2,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1329,rb47,4A2,2011,2,2,1,1,0.5,28/05/2011,148,Yes,NA
N1330,rb53,4A2,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1331,rb58,4A2,2011,2,1,0.5,1,1,28/05/2011,148,Yes,NA
N1332,rb59,4A2,2011,2,2,1,2,1,28/05/2011,148,Yes,NA
N1333,ro17,4A2,2011,2,2,1,2,1,28/05/2011,148,No,NA
N1334,ro18,4A2,2011,2,2,1,1,0.5,28/05/2011,148,No,NA
N1335,ro19,4A2,2011,1,0,0,NA,NA,28/05/2011,148,No,NA
N1336,ro21,4A1,2011,2,2,1,2,1,28/05/2011,148,No,NA
N1337,ro22,4A1,2011,1,0,0,NA,NA,28/05/2011,148,No,NA
N1338,ro23,4A1,2011,1,0,0,NA,NA,28/05/2011,148,No,NA
N1339,ro24,4A1,2011,1,1,1,1,1,28/05/2011,148,No,NA
N1340,ro25,4A1,2011,1,1,1,1,1,28/05/2011,148,No,NA
N1341,ro26,4B1,2011,1,0,0,NA,NA,28/05/2011,148,No,NA
N1342,ro27,6NUT,2011,2,2,1,2,1,28/05/2011,148,No,NA
N1343,rb130,4B1,2011,2,2,1,2,1,29/05/2011,149,Yes,NA
N1344,rb136,4B1,2011,1,1,1,1,1,29/05/2011,149,Yes,NA
N1345,rb252,G1E,2011,2,2,1,2,1,29/05/2011,149,Yes,NA
N1346,rb258,G1E,2011,2,2,1,0,0,29/05/2011,149,Yes,NA
N1347,rb271,G1E,2011,2,2,1,2,1,29/05/2011,149,Yes,NA
N1348,rb304,4B2,2011,2,2,1,1,0.5,29/05/2011,149,Yes,NA
N1349,rb310,4B2,2011,1,1,1,1,1,29/05/2011,149,Yes,NA
N1350,rb36,4A1,2011,2,2,1,1,0.5,29/05/2011,149,Yes,NA
N1351,rb77,G1E,2011,2,2,1,2,1,29/05/2011,149,Yes,NA
N1352,ro28,4A1,2011,1,1,1,1,1,29/05/2011,149,No,NA
N1353,ro29,4B1,2011,1,0,0,NA,NA,29/05/2011,149,No,NA
N1354,ro31,6SMID,2011,2,2,1,1,0.5,29/05/2011,149,No,NA
N1355,ro32,6SUT,2011,1,1,1,1,1,29/05/2011,149,No,NA
N1356,ro33,6SUT,2011,2,2,1,0,0,29/05/2011,149,No,NA
N1357,rb108,4B1,2011,2,2,1,1,0.5,30/05/2011,150,Yes,NA
N1358,rb186,6SMID,2011,1,1,1,1,1,30/05/2011,150,Yes,NA
N1359,rb209,6SUT,2011,1,1,1,1,1,30/05/2011,150,Yes,NA
N1360,rb49,4A2,2011,2,1,0.5,1,1,30/05/2011,150,Yes,NA
N1361,ro PIE 31,G1E,2011,2,1,0.5,1,1,30/05/2011,150,No,NA
N1362,ro34,4A2,2011,2,1,0.5,1,1,30/05/2011,150,No,NA
N1363,ro35,4A1,2011,2,0,0,NA,NA,30/05/2011,150,No,NA
N1364,ro36,4B1,2011,2,2,1,1,0.5,30/05/2011,150,No,NA
N1365,ro37,6SMID,2011,3,2,0.666666667,1,0.5,30/05/2011,150,No,NA
N1366,ro57,4A1,2011,1,1,1,0,0,30/05/2011,150,No,NA
N1367,rb132,4B1,2011,1,1,1,1,1,31/05/2011,151,Yes,NA
N1368,rb17,4A1,2011,1,1,1,1,1,31/05/2011,151,Yes,NA
N1369,rb20,4A1,2011,2,2,1,1,0.5,31/05/2011,151,Yes,NA
N1370,rb21,4A1,2011,2,1,0.5,1,1,31/05/2011,151,Yes,NA
